target_gene,ensembl_id,direction,peak_condition,abs_emp_z,genetics_autoimmune,genetics_tier,primary_class,suggested_modality,is_druggable,n_drugs,drug_stages,max_drug_stage,novelty_class,in_paper_noms
NDUFS2,ENSG00000158864,driver_antagonize,Stim8hr,4.375369,0.3497547703632267,moderate,,small molecule,True,3.0,APPROVAL;PHASE_1_2,4.0,approved_drug_exists,False
NDUFS8,ENSG00000110717,driver_antagonize,Stim8hr,4.4736404,0.0,none,,undetermined,False,,,,not_assessed,False
NECAB3,ENSG00000125967,driver_antagonize,Rest,3.5193257,0.0,none,,undetermined,False,,,,not_assessed,False
NECAP1,ENSG00000089818,driver_antagonize,Stim48hr,3.1931095,0.0,none,,undetermined,False,,,,not_assessed,False
NECTIN3,ENSG00000177707,driver_antagonize,Stim48hr,3.4984457,0.0,none,,undetermined,False,,,,not_assessed,False
NEIL2,ENSG00000154328,driver_antagonize,Rest,3.255012,0.0,none,,undetermined,False,,,,not_assessed,False
NEIL3,ENSG00000109674,driver_antagonize,Rest,3.1463463,0.0,none,,undetermined,False,,,,not_assessed,False
NEK3,ENSG00000136098,driver_antagonize,Stim8hr,4.492273,0.0,none,kinase,small molecule,True,,,,not_assessed,False
NEK4,ENSG00000114904,driver_antagonize,Stim8hr,4.588304,0.0,none,kinase,small molecule,True,,,,not_assessed,False
NEK6,ENSG00000119408,driver_antagonize,Stim8hr,4.085429,0.8055889245771162,strong,kinase,small molecule,True,0.0,,,novel_undrugged,False
NELFCD,ENSG00000101158,brake_agonize,Stim8hr,2.8733985,0.0,none,,undetermined,False,,,,not_assessed,False
NEURL1,ENSG00000107954,brake_agonize,Stim8hr,3.7181826,0.326694035654227,moderate,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
NEURL4,ENSG00000215041,driver_antagonize,Stim8hr,3.0961301,0.3981450865697808,moderate,,undetermined,False,,,,not_assessed,False
NF1,ENSG00000196712,driver_antagonize,Stim8hr,4.3731136,0.769,strong,,small molecule,True,0.0,,,novel_undrugged,False
NFAT5,ENSG00000102908,driver_antagonize,Stim8hr,3.8716238,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
NFATC2IP,ENSG00000176953,brake_agonize,Stim8hr,2.8988483,0.0,none,,undetermined,False,,,,not_assessed,False
NFE2L2,ENSG00000116044,brake_agonize,Rest,4.1849155,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
NFKB1,ENSG00000109320,driver_antagonize,Stim48hr,3.0898013,0.7873701228296212,strong,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
NGLY1,ENSG00000151092,driver_antagonize,Stim48hr,3.136509,0.0,none,,undetermined,False,,,,not_assessed,False
NIBAN1,ENSG00000135842,brake_agonize,Stim8hr,3.7851477,0.0,none,,undetermined,False,,,,not_assessed,False
NIF3L1,ENSG00000196290,driver_antagonize,Stim48hr,3.7309868,0.328634083792155,moderate,,undetermined,False,0.0,,,novel_undrugged,False
NINJ1,ENSG00000131669,driver_antagonize,Rest,3.1080513,0.0,none,,undetermined,False,,,,not_assessed,False
NIP7,ENSG00000132603,brake_agonize,Stim8hr,3.0087268,0.0,none,,undetermined,False,,,,not_assessed,False
NIPA1,ENSG00000170113,driver_antagonize,Stim48hr,3.1564069,0.0,none,transporter,small molecule,True,,,,not_assessed,False
NIPBL,ENSG00000164190,brake_agonize,Stim8hr,2.7189252,0.0,none,,undetermined,False,,,,not_assessed,False
NKG7,ENSG00000105374,driver_antagonize,Stim8hr,2.7343636,0.0,none,,undetermined,False,,,,not_assessed,False
NKTR,ENSG00000114857,driver_antagonize,Stim8hr,3.3929565,0.0,none,,undetermined,False,,,,not_assessed,False
NMB,ENSG00000197696,driver_antagonize,Stim8hr,3.0802934,0.0,none,cytokine,biologic (secreted),True,,,,not_assessed,False
NOCT,ENSG00000151014,driver_antagonize,Rest,3.6665769,0.0,none,,undetermined,False,,,,not_assessed,False
NOD1,ENSG00000106100,driver_antagonize,Stim8hr,3.3974147,0.0,none,catalytic_receptor,antibody/biologic (surface),True,,,,not_assessed,False
NOL7,ENSG00000225921,brake_agonize,Stim8hr,2.932404,0.0,none,,undetermined,False,,,,not_assessed,False
NOSIP,ENSG00000142546,brake_agonize,Stim48hr,3.1187677,0.0,none,,undetermined,False,,,,not_assessed,False
NPAS2,ENSG00000170485,brake_agonize,Stim48hr,3.0574934,0.7493139069660278,strong,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
NPEPPS,ENSG00000141279,driver_antagonize,Stim48hr,3.8578525,0.4739697167868436,moderate,enzyme,small molecule,True,1.0,PHASE_2,2.0,clinical_stage_drug,False
NPL,ENSG00000135838,driver_antagonize,Stim8hr,3.5818598,0.0,none,,undetermined,False,,,,not_assessed,False
NPLOC4,ENSG00000182446,brake_agonize,Stim8hr,3.3934948,0.0,none,,undetermined,False,,,,not_assessed,False
NPM3,ENSG00000107833,driver_antagonize,Rest,3.0498,0.0,none,,undetermined,False,,,,not_assessed,False
NPTX1,ENSG00000171246,driver_antagonize,Stim48hr,3.0929134,0.0,none,,undetermined,False,,,,not_assessed,False
NR2C1,ENSG00000120798,brake_agonize,Rest,3.777137,0.0,none,nuclear_receptor,small molecule,True,,,,not_assessed,False
NR2C2AP,ENSG00000184162,brake_agonize,Stim48hr,2.896307,0.0,none,,undetermined,False,,,,not_assessed,False
NR3C1,ENSG00000113580,driver_antagonize,Stim8hr,2.9599211,0.5295697338866425,strong,nuclear_receptor,small molecule,True,,,,not_assessed,False
NRBP1,ENSG00000115216,driver_antagonize,Rest,3.5730166,0.0,none,kinase,small molecule,True,,,,not_assessed,False
NRM,ENSG00000137404,driver_antagonize,Rest,3.3668432,0.0,none,,undetermined,False,,,,not_assessed,False
NRN1,ENSG00000124785,brake_agonize,Stim8hr,3.156143,0.0,none,,undetermined,False,,,,not_assessed,False
NRP2,ENSG00000118257,driver_antagonize,Stim48hr,4.091362,0.0,none,,undetermined,False,,,,not_assessed,False
NSD3,ENSG00000147548,driver_antagonize,Stim8hr,3.3750787,0.0,none,,undetermined,False,,,,not_assessed,False
NSMAF,ENSG00000035681,driver_antagonize,Stim8hr,3.3688366,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
NSUN3,ENSG00000178694,driver_antagonize,Rest,3.2121637,0.0,none,,undetermined,False,,,,not_assessed,False
NSUN5,ENSG00000130305,brake_agonize,Stim8hr,2.8664868,0.0,none,,undetermined,False,,,,not_assessed,False
NT5M,ENSG00000205309,driver_antagonize,Stim8hr,2.8763509,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
NTPCR,ENSG00000135778,brake_agonize,Rest,4.0127215,0.0,none,,undetermined,False,,,,not_assessed,False
NUAK2,ENSG00000163545,brake_agonize,Rest,3.5381188,0.0,none,kinase,small molecule,True,,,,not_assessed,False
NUDT11,ENSG00000196368,driver_antagonize,Stim48hr,5.172639,0.0,none,,undetermined,False,,,,not_assessed,False
NUDT16L1,ENSG00000168101,driver_antagonize,Stim8hr,2.8893666,0.0,none,,undetermined,False,,,,not_assessed,False
NUDT17,ENSG00000186364,driver_antagonize,Stim48hr,3.3819818,0.0,none,,undetermined,False,,,,not_assessed,False
NUDT3,ENSG00000272325,driver_antagonize,Stim8hr,3.8221824,0.6449268085819837,strong,,small molecule,True,0.0,,,novel_undrugged,False
NUDT5,ENSG00000165609,driver_antagonize,Stim8hr,2.8830793,0.0,none,,undetermined,False,,,,not_assessed,False
NUP210,ENSG00000132182,brake_agonize,Stim48hr,2.8893368,0.0,none,,undetermined,False,,,,not_assessed,False
NUP37,ENSG00000075188,driver_antagonize,Stim8hr,2.947388,0.0,none,,undetermined,False,,,,not_assessed,False
OASL,ENSG00000135114,driver_antagonize,Stim48hr,3.4377666,0.0,none,,undetermined,False,,,,not_assessed,False
OAZ1,ENSG00000104904,driver_antagonize,Stim8hr,3.995982,0.0,none,,undetermined,False,,,,not_assessed,False
OBSCN,ENSG00000154358,driver_antagonize,Stim8hr,3.4379163,0.0,none,kinase,small molecule,True,,,,not_assessed,False
OCIAD2,ENSG00000145247,driver_antagonize,Stim8hr,3.8742077,0.0,none,,undetermined,False,,,,not_assessed,False
OFD1,ENSG00000046651,driver_antagonize,Stim48hr,4.5555367,0.0,none,,undetermined,False,,,,not_assessed,False
OGG1,ENSG00000114026,driver_antagonize,Rest,3.3347437,0.0,none,,undetermined,False,,,,not_assessed,False
OPTN,ENSG00000123240,driver_antagonize,Stim8hr,4.656855,0.0,none,,undetermined,False,,,,not_assessed,False
ORC4,ENSG00000115947,driver_antagonize,Stim48hr,4.4306827,0.0,none,,undetermined,False,,,,not_assessed,False
ORMDL2,ENSG00000123353,driver_antagonize,Rest,3.0671775,0.0,none,,undetermined,False,,,,not_assessed,False
OS9,ENSG00000135506,driver_antagonize,Stim8hr,3.9483967,0.4733319387828243,moderate,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
OSBPL10,ENSG00000144645,driver_antagonize,Stim48hr,3.000337,0.0,none,,undetermined,False,,,,not_assessed,False
OSGEPL1,ENSG00000128694,driver_antagonize,Stim48hr,3.0624366,0.0,none,,undetermined,False,,,,not_assessed,False
OSTC,ENSG00000198856,driver_antagonize,Stim8hr,3.2025247,0.0,none,,undetermined,False,,,,not_assessed,False
OTUB1,ENSG00000167770,brake_agonize,Stim8hr,3.4816272,0.0,none,,undetermined,False,,,,not_assessed,False
OTUD1,ENSG00000165312,brake_agonize,Stim8hr,3.6940098,0.0,none,,undetermined,False,,,,not_assessed,False
OTUD5,ENSG00000068308,driver_antagonize,Stim8hr,4.2968016,0.0,none,,undetermined,False,,,,not_assessed,False
OTUD7B,ENSG00000264522,driver_antagonize,Stim8hr,3.3314106,0.0,none,,undetermined,False,,,,not_assessed,False
OXSR1,ENSG00000172939,brake_agonize,Rest,3.3246167,0.0,none,kinase,small molecule,True,,,,not_assessed,False
P2RX7,ENSG00000089041,brake_agonize,Stim8hr,4.5627027,0.0,none,ion_channel,small molecule,True,,,,not_assessed,False
P3H1,ENSG00000117385,driver_antagonize,Stim8hr,4.4981527,0.0,none,,undetermined,False,,,,not_assessed,False
P4HTM,ENSG00000178467,driver_antagonize,Stim48hr,3.4266021,0.0,none,,undetermined,False,,,,not_assessed,False
PAAF1,ENSG00000175575,driver_antagonize,Stim8hr,3.3763006,0.0,none,,undetermined,False,,,,not_assessed,False
PABPC1L,ENSG00000101104,driver_antagonize,Stim48hr,3.415576,0.0,none,,undetermined,False,,,,not_assessed,False
PAGR1,ENSG00000280789,driver_antagonize,Stim8hr,3.166883,0.0,none,,undetermined,False,,,,not_assessed,False
PAIP2,ENSG00000120727,driver_antagonize,Stim8hr,3.1615674,0.0,none,,undetermined,False,,,,not_assessed,False
PAK2,ENSG00000180370,driver_antagonize,Stim48hr,3.8662372,0.0,none,kinase,small molecule,True,,,,not_assessed,False
PALS1,ENSG00000072415,driver_antagonize,Stim8hr,2.9272926,0.0,none,,undetermined,False,,,,not_assessed,False
PANX2,ENSG00000073150,driver_antagonize,Stim8hr,3.9954007,0.0,none,,undetermined,False,,,,not_assessed,False
PAQR7,ENSG00000182749,driver_antagonize,Rest,3.8022969,0.0,none,,undetermined,False,,,,not_assessed,False
PARD6B,ENSG00000124171,brake_agonize,Stim8hr,2.7220588,0.0,none,,undetermined,False,,,,not_assessed,False
PARP11,ENSG00000111224,driver_antagonize,Stim48hr,2.887598,0.0,none,,undetermined,False,,,,not_assessed,False
PARP16,ENSG00000138617,driver_antagonize,Stim48hr,3.063804,0.0,none,,undetermined,False,,,,not_assessed,False
PARP2,ENSG00000129484,brake_agonize,Stim8hr,2.904174,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PARP8,ENSG00000151883,driver_antagonize,Stim48hr,4.0767765,0.2204461894373767,weak,,small molecule,True,0.0,,,novel_undrugged,False
PAWR,ENSG00000177425,driver_antagonize,Stim48hr,3.5196931,0.0,none,GPCR,small molecule,True,,,,not_assessed,False
PCBP1,ENSG00000169564,brake_agonize,Stim48hr,3.7844229,0.0,none,,undetermined,False,,,,not_assessed,False
PCBP4,ENSG00000090097,driver_antagonize,Stim48hr,4.535359,0.0,none,,undetermined,False,,,,not_assessed,False
PCGF1,ENSG00000115289,driver_antagonize,Stim8hr,2.9847898,0.0,none,,undetermined,False,,,,not_assessed,False
PCGF2,ENSG00000277258,driver_antagonize,Stim8hr,3.782413,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
PCIF1,ENSG00000100982,brake_agonize,Stim8hr,3.097641,0.0,none,,undetermined,False,,,,not_assessed,False
PCMTD1,ENSG00000168300,driver_antagonize,Stim8hr,3.187216,0.270712140489625,moderate,,undetermined,False,,,,not_assessed,False
PCSK7,ENSG00000160613,driver_antagonize,Stim8hr,3.1078994,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PCYT2,ENSG00000185813,brake_agonize,Stim48hr,3.004111,0.0,none,,undetermined,False,,,,not_assessed,False
PDCD2L,ENSG00000126249,brake_agonize,Rest,4.006647,0.0,none,,undetermined,False,,,,not_assessed,False
PDCD5,ENSG00000105185,driver_antagonize,Rest,3.1560533,0.4800099644679736,moderate,,undetermined,False,,,,not_assessed,False
PDE6B,ENSG00000133256,driver_antagonize,Stim48hr,2.9802382,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PDE6D,ENSG00000156973,driver_antagonize,Stim48hr,3.5679274,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PDE6G,ENSG00000185527,driver_antagonize,Stim8hr,3.4333086,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PDE7B,ENSG00000171408,driver_antagonize,Stim8hr,4.155165,0.53599381374277,strong,enzyme,small molecule,True,4.0,APPROVAL,4.0,approved_drug_exists,False
PDIA3,ENSG00000167004,driver_antagonize,Stim8hr,2.7575264,0.2691642452414534,moderate,,undetermined,False,,,,not_assessed,False
PDIA4,ENSG00000155660,driver_antagonize,Stim8hr,2.9440734,0.0,none,,undetermined,False,,,,not_assessed,False
PDLIM2,ENSG00000120913,brake_agonize,Stim8hr,3.797635,0.0,none,,undetermined,False,,,,not_assessed,False
PDLIM5,ENSG00000163110,driver_antagonize,Stim8hr,3.3164723,0.0,none,,undetermined,False,,,,not_assessed,False
PDP2,ENSG00000172840,driver_antagonize,Stim8hr,4.131507,0.3485957850411636,moderate,,undetermined,False,0.0,,,novel_undrugged,False
PDSS2,ENSG00000164494,brake_agonize,Stim8hr,4.218199,0.0,none,,undetermined,False,,,,not_assessed,False
PDXP,ENSG00000241360,driver_antagonize,Stim48hr,3.2008839,0.0,none,,undetermined,False,,,,not_assessed,False
PEA15,ENSG00000162734,driver_antagonize,Stim48hr,3.2210803,0.0,none,,undetermined,False,,,,not_assessed,False
PECAM1,ENSG00000261371,driver_antagonize,Stim48hr,4.2763505,0.0,none,,undetermined,False,,,,not_assessed,False
PELI2,ENSG00000139946,brake_agonize,Rest,5.968551,0.5262820249853171,strong,,undetermined,False,0.0,,,novel_undrugged,False
PEMT,ENSG00000133027,driver_antagonize,Stim8hr,5.364548,0.0,none,,undetermined,False,,,,not_assessed,False
PEPD,ENSG00000124299,driver_antagonize,Stim48hr,3.9811363,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PEX11G,ENSG00000104883,brake_agonize,Rest,3.2071626,0.0,none,,undetermined,False,,,,not_assessed,False
PEX19,ENSG00000162735,brake_agonize,Stim8hr,4.7985163,0.0,none,,undetermined,False,,,,not_assessed,False
PFDN1,ENSG00000113068,driver_antagonize,Stim48hr,4.263338,0.0,none,,undetermined,False,,,,not_assessed,False
PFDN5,ENSG00000123349,driver_antagonize,Stim48hr,3.037595,0.0,none,,undetermined,False,,,,not_assessed,False
PFKM,ENSG00000152556,brake_agonize,Rest,7.7216086,0.0,none,,undetermined,False,0.0,,,novel_undrugged,False
PGAM1,ENSG00000171314,driver_antagonize,Stim48hr,3.4743452,0.0,none,,undetermined,False,,,,not_assessed,False
PGBD2,ENSG00000185220,driver_antagonize,Stim8hr,3.0941787,0.0,none,,undetermined,False,,,,not_assessed,False
PGGHG,ENSG00000142102,driver_antagonize,Stim8hr,3.3321288,0.0,none,,undetermined,False,,,,not_assessed,False
PGK1,ENSG00000102144,driver_antagonize,Stim8hr,3.066263,0.0,none,,undetermined,False,,,,not_assessed,False
PGRMC2,ENSG00000164040,driver_antagonize,Stim8hr,3.1579654,0.4467987086190741,moderate,,undetermined,False,,,,not_assessed,False
PGS1,ENSG00000087157,driver_antagonize,Stim8hr,6.969342,0.0,none,,undetermined,False,0.0,,,novel_undrugged,False
PHAF1,ENSG00000125149,driver_antagonize,Stim8hr,3.7793362,0.0,none,,undetermined,False,,,,not_assessed,False
PHC2,ENSG00000134686,driver_antagonize,Stim8hr,2.824272,0.0,none,,undetermined,False,,,,not_assessed,False
PHF11,ENSG00000136147,driver_antagonize,Stim8hr,3.0056252,0.0,none,,undetermined,False,,,,not_assessed,False
PHF2,ENSG00000197724,driver_antagonize,Stim8hr,3.4989667,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PHLDA3,ENSG00000174307,driver_antagonize,Stim48hr,3.987484,0.0,none,,undetermined,False,,,,not_assessed,False
PHLPP2,ENSG00000040199,brake_agonize,Stim8hr,3.5831256,0.0,none,,undetermined,False,,,,not_assessed,False
PHOSPHO2,ENSG00000144362,brake_agonize,Stim8hr,4.5719886,0.0,none,,undetermined,False,,,,not_assessed,False
PHRF1,ENSG00000070047,driver_antagonize,Stim8hr,3.0991879,0.1986128942981632,weak,,undetermined,False,,,,not_assessed,False
PHTF1,ENSG00000116793,brake_agonize,Stim8hr,2.9409418,0.7798079667511278,strong,,undetermined,False,,,,not_assessed,False
PIAS1,ENSG00000033800,brake_agonize,Stim8hr,3.0697277,0.0,none,,undetermined,False,,,,not_assessed,False
PIAS3,ENSG00000131788,driver_antagonize,Stim8hr,5.571702,0.0,none,,undetermined,False,,,,not_assessed,False
PIDD1,ENSG00000177595,brake_agonize,Stim48hr,4.7088256,0.0,none,,undetermined,False,,,,not_assessed,False
PIGU,ENSG00000101464,brake_agonize,Stim48hr,3.4652948,0.0,none,,undetermined,False,,,,not_assessed,False
PIGV,ENSG00000060642,brake_agonize,Stim8hr,2.8816977,0.0,none,,undetermined,False,,,,not_assessed,False
PIK3C2B,ENSG00000133056,driver_antagonize,Stim8hr,2.9029684,0.4070794908639161,moderate,enzyme,small molecule,True,,,,not_assessed,False
PIK3C3,ENSG00000078142,brake_agonize,Stim48hr,3.8063512,0.5370239449920692,strong,enzyme,small molecule,True,0.0,,,novel_undrugged,False
PIK3IP1,ENSG00000100100,driver_antagonize,Rest,3.734107,0.0,none,,undetermined,False,,,,not_assessed,False
PIK3R2,ENSG00000105647,driver_antagonize,Stim8hr,2.8430042,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PIMREG,ENSG00000129195,driver_antagonize,Stim8hr,3.3119724,0.0,none,,undetermined,False,,,,not_assessed,False
PIP4K2B,ENSG00000276293,driver_antagonize,Stim8hr,4.583658,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PIP4P2,ENSG00000155099,driver_antagonize,Stim8hr,2.904169,0.0,none,,undetermined,False,,,,not_assessed,False
PIP5K1A,ENSG00000143398,driver_antagonize,Stim48hr,4.0613136,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PITHD1,ENSG00000057757,driver_antagonize,Stim48hr,2.9012892,0.0,none,,undetermined,False,,,,not_assessed,False
PITPNA,ENSG00000174238,brake_agonize,Stim8hr,3.2378411,0.0,none,,undetermined,False,,,,not_assessed,False
PKN1,ENSG00000123143,brake_agonize,Rest,3.471968,0.0,none,kinase,small molecule,True,,,,not_assessed,False
PLA2G12A,ENSG00000123739,driver_antagonize,Stim48hr,2.9612157,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PLA2G4A,ENSG00000116711,brake_agonize,Stim8hr,4.496093,0.3628127197901791,moderate,enzyme,small molecule,True,1.0,PHASE_2,2.0,clinical_stage_drug,False
PLAC8,ENSG00000145287,driver_antagonize,Stim48hr,3.5933464,0.1281749332871363,weak,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
PLCG2,ENSG00000197943,driver_antagonize,Stim8hr,3.0493429,0.8398422226271292,strong,enzyme,small molecule,True,,,,not_assessed,False
PLCL1,ENSG00000115896,brake_agonize,Rest,3.7519655,0.8356722280633442,strong,,undetermined,False,0.0,,,novel_undrugged,False
PLCL2,ENSG00000154822,brake_agonize,Stim8hr,2.816418,0.8695219903101522,strong,,undetermined,False,,,,not_assessed,False
PLEK,ENSG00000115956,brake_agonize,Rest,3.6888459,0.305,moderate,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
PLEKHA2,ENSG00000169499,brake_agonize,Stim8hr,2.9691925,0.0,none,,undetermined,False,,,,not_assessed,False
PLEKHA5,ENSG00000052126,brake_agonize,Stim48hr,4.2189226,0.1629012703909195,weak,,undetermined,False,0.0,,,novel_undrugged,False
PLEKHB1,ENSG00000021300,driver_antagonize,Rest,3.2808518,0.0,none,,undetermined,False,,,,not_assessed,False
PLEKHB2,ENSG00000115762,driver_antagonize,Rest,3.2060928,0.0,none,,undetermined,False,,,,not_assessed,False
PLEKHF1,ENSG00000166289,brake_agonize,Stim48hr,3.3008292,0.0,none,,undetermined,False,,,,not_assessed,False
PLEKHF2,ENSG00000175895,driver_antagonize,Stim48hr,2.919406,0.0,none,,undetermined,False,,,,not_assessed,False
PLEKHM1,ENSG00000225190,driver_antagonize,Stim48hr,3.7897654,0.2849173590732781,moderate,,small molecule,True,0.0,,,novel_undrugged,False
PLEKHO2,ENSG00000241839,driver_antagonize,Rest,4.4290032,0.0,none,,undetermined,False,,,,not_assessed,False
PLOD3,ENSG00000106397,driver_antagonize,Stim8hr,4.1355557,0.0,none,,undetermined,False,,,,not_assessed,False
PLPP5,ENSG00000147535,driver_antagonize,Stim48hr,3.735088,0.0,none,,undetermined,False,,,,not_assessed,False
PML,ENSG00000140464,driver_antagonize,Stim8hr,3.4960103,0.0,none,,undetermined,False,,,,not_assessed,False
PNPLA8,ENSG00000135241,driver_antagonize,Stim48hr,3.1259701,0.3620794290211545,moderate,,undetermined,False,,,,not_assessed,False
PNPT1,ENSG00000138035,brake_agonize,Rest,6.123271,0.4466805383189284,moderate,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
POC1B,ENSG00000139323,driver_antagonize,Stim8hr,3.1977983,0.0,none,,undetermined,False,,,,not_assessed,False
PODXL,ENSG00000128567,driver_antagonize,Stim48hr,3.6390722,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PODXL2,ENSG00000114631,brake_agonize,Stim8hr,3.5628984,0.2233518256620794,weak,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
POGLUT2,ENSG00000134901,driver_antagonize,Stim8hr,3.2894416,0.0,none,,undetermined,False,,,,not_assessed,False
POLI,ENSG00000101751,driver_antagonize,Stim48hr,3.4191206,0.8194090160696781,strong,,small molecule,True,0.0,,,novel_undrugged,False
POLR2L,ENSG00000177700,driver_antagonize,Stim48hr,2.9978852,0.0,none,,undetermined,False,,,,not_assessed,False
POLRMT,ENSG00000099821,brake_agonize,Stim8hr,3.108867,0.0,none,,undetermined,False,,,,not_assessed,False
POMT2,ENSG00000009830,brake_agonize,Rest,3.359892,0.0,none,,undetermined,False,,,,not_assessed,False
PON2,ENSG00000105854,driver_antagonize,Stim8hr,4.303024,0.0,none,,undetermined,False,,,,not_assessed,False
POR,ENSG00000127948,driver_antagonize,Stim8hr,4.1311297,0.0,none,,undetermined,False,,,,not_assessed,False
POU2F2,ENSG00000028277,brake_agonize,Stim48hr,3.2848606,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
PPAT,ENSG00000128059,driver_antagonize,Stim48hr,3.7972553,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PPCDC,ENSG00000138621,brake_agonize,Stim48hr,3.4759665,0.4537526109881801,moderate,,small molecule,True,0.0,,,novel_undrugged,False
PPDPF,ENSG00000125534,brake_agonize,Rest,4.458833,0.0,none,,undetermined,False,,,,not_assessed,False
PPIF,ENSG00000108179,brake_agonize,Stim48hr,3.7772272,0.4715776836149208,moderate,,small molecule,True,0.0,,,novel_undrugged,False
PPIG,ENSG00000138398,driver_antagonize,Stim48hr,4.75432,0.0,none,,undetermined,False,,,,not_assessed,False
PPIH,ENSG00000171960,brake_agonize,Stim8hr,4.472696,0.0,none,,undetermined,False,,,,not_assessed,False
PPP1R13B,ENSG00000088808,driver_antagonize,Stim8hr,5.3871946,0.0,none,,undetermined,False,,,,not_assessed,False
PPP1R14B,ENSG00000173457,driver_antagonize,Stim48hr,2.9182243,0.0,none,,undetermined,False,,,,not_assessed,False
PPP1R15A,ENSG00000087074,driver_antagonize,Stim8hr,2.9351408,0.0,none,,undetermined,False,,,,not_assessed,False
PPP1R15B,ENSG00000158615,driver_antagonize,Stim48hr,3.7799487,0.0,none,,undetermined,False,,,,not_assessed,False
PPP1R18,ENSG00000146112,driver_antagonize,Stim8hr,4.8022647,0.0,none,,undetermined,False,,,,not_assessed,False
PPP1R3B,ENSG00000173281,driver_antagonize,Stim48hr,3.6200213,0.3919037112266011,moderate,,small molecule,True,0.0,,,novel_undrugged,False
PPP1R3F,ENSG00000049769,brake_agonize,Stim48hr,3.8887088,0.0,none,,undetermined,False,,,,not_assessed,False
PPP1R9B,ENSG00000108819,brake_agonize,Stim48hr,3.6554902,0.0,none,,undetermined,False,,,,not_assessed,False
PPP2R2A,ENSG00000221914,brake_agonize,Stim8hr,3.646714,0.4363634571495318,moderate,,undetermined,False,0.0,,,novel_undrugged,False
PPP2R5C,ENSG00000078304,driver_antagonize,Stim48hr,3.4859543,0.387,moderate,,small molecule,True,0.0,,,novel_undrugged,False
PPP3CA,ENSG00000138814,driver_antagonize,Stim8hr,2.882801,0.0,none,,undetermined,False,,,,not_assessed,False
PPP3R1,ENSG00000221823,driver_antagonize,Stim8hr,3.2788477,0.0,none,,undetermined,False,,,,not_assessed,False
PPP4R2,ENSG00000163605,driver_antagonize,Stim8hr,6.5794525,0.074,none,,undetermined,False,0.0,,,novel_undrugged,False
PPP5C,ENSG00000011485,driver_antagonize,Stim48hr,3.7313082,0.708637297789499,strong,,small molecule,True,1.0,PHASE_2,2.0,clinical_stage_drug,False
PPP6C,ENSG00000119414,brake_agonize,Stim48hr,3.6780248,0.0,none,,undetermined,False,,,,not_assessed,False
PPRC1,ENSG00000148840,brake_agonize,Stim8hr,2.991264,0.0,none,,undetermined,False,,,,not_assessed,False
PPT2,ENSG00000221988,driver_antagonize,Stim8hr,3.140305,0.0,none,,undetermined,False,,,,not_assessed,False
PRDM5,ENSG00000138738,driver_antagonize,Stim8hr,2.8879867,0.0,none,transcription_factor,hard (TF — degrader/PPI),False,,,,not_assessed,False
PRELID1,ENSG00000169230,driver_antagonize,Stim48hr,4.2824793,0.2880932563246204,moderate,,small molecule,True,0.0,,,novel_undrugged,False
PREPL,ENSG00000138078,driver_antagonize,Stim8hr,3.7330189,0.0,none,enzyme,small molecule,True,,,,not_assessed,False
PRF1,ENSG00000180644,driver_antagonize,Rest,3.988245,0.0,none,,undetermined,False,,,,not_assessed,False
PRG4,ENSG00000116690,driver_antagonize,Stim48hr,3.6354089,0.0,none,,undetermined,False,,,,not_assessed,False
PRKCQ,ENSG00000065675,driver_antagonize,Stim8hr,3.8381424,0.928449942677044,strong,enzyme,small molecule,True,5.0,APPROVAL;PHASE_1;PHASE_2,4.0,approved_drug_exists,False
PRKCSH,ENSG00000130175,driver_antagonize,Stim8hr,4.0871243,0.396205300273155,moderate,,antibody/biologic (surface),True,0.0,,,novel_undrugged,False
