target_gene,rank,integrated_score,causal_component,rwr,intdeg,gold
FUT7,350,0.4127659906396256,0.9110764430577224,0.0003418330748456502,4,0
MLLT10,351,0.4126222005199306,0.2745709828393136,5.5546311540840156e-05,2,0
EMC4,352,0.4125891835673427,0.9105564222568904,0.0,1,0
RBM17,353,0.4125327507418426,0.2730109204368174,3.336688260529658e-05,5,0
RAD54B,354,0.4124123764950598,0.9100364014560582,6.382731611522828e-06,3,0
FANCM,355,0.4122355694227769,0.9095163806552262,3.20355700795244e-05,11,0
SLC25A36,356,0.412058762350494,0.9089963598543942,0.0,0,0
RASGRP3,357,0.411997111296804,0.43733749349974,0.00012596789124902613,3,0
SRRD,358,0.4117051482059282,0.9079563182527302,0.0,0,0
DIS3L,359,0.4115283411336454,0.907436297451898,8.912992293513508e-05,5,0
ZNF530,360,0.4113515340613624,0.906916276651066,0.0,0,0
NEK4,361,0.4111747269890796,0.906396255850234,8.297240811162393e-06,2,0
