perturbation,program_score,emp_z,emp_p,emp_fdr,direction,perturbed_gene
Eed KO mouse GSE49305 sample 1478,-0.014862491844475946,-0.1913624995056805,0.848241598161242,0.9998960276301339,driver_antagonize,EED
Vax2 KO mouse GSE19626 sample 2367,-0.5393782841803675,-3.1656072321288082,0.0015475960716909583,0.04345173585901537,driver_antagonize,VAX2
Trp53 KO mouse GSE48131 sample 2981,0.13934916506563735,0.6658940403544723,0.5054788300653944,0.9998960276301339,brake_agonize,TRP53
Snca KO mouse GSE19534 sample 556,-0.1290222333680669,-0.9345614553341914,0.35001435091731026,0.9998960276301339,driver_antagonize,SNCA
H3f3b KO mouse GSE35303 sample 2359,-0.014862491844475946,-0.1362907253502042,0.8915914555689148,0.9998960276301339,driver_antagonize,H3F3B
Pten KO mouse GSE63625 sample 2582,0.1981395845280283,1.0453201499994198,0.2958750277911498,0.9998960276301339,brake_agonize,PTEN
Kdm1a KD mouse GSE25423 sample 484,-0.1475715027296577,-1.0328755970425607,0.3016621201377635,0.9998960276301339,driver_antagonize,KDM1A
FTO KD human GSE33870 sample 2335,-0.014862491844475946,0.06985806163761975,0.9443066335038097,0.9998960276301339,driver_antagonize,FTO
Mbd3 KD mouse GSE31008 sample 1325,-0.2078040586043657,-1.4626884193095042,0.14355265642823334,0.9933027411621833,driver_antagonize,MBD3
RNF40 KD human GSE38173 sample 1385,-0.15307027225340294,-0.8277207818089536,0.4078286470174517,0.9998960276301339,driver_antagonize,RNF40
Adrb2 KO mouse GSE12413 sample 935,-0.014862491844475946,-0.22218004842078215,0.8241737250344983,0.9998960276301339,driver_antagonize,ADRB2
RAD21 KD human GSE50588 sample 2792,-0.19672370336907494,-1.132027976240846,0.2576226728576124,0.9998960276301339,driver_antagonize,RAD21
Rif1 KD mouse GSE55129 sample 270,-0.014862491844475946,-0.21827693028564646,0.8272133480666106,0.9998960276301339,driver_antagonize,RIF1
Shank3 KD mouse GSE47150 sample 955,-0.014862491844475946,-0.09872519859699949,0.9213564610129287,0.9998960276301339,driver_antagonize,SHANK3
Pgr KO mouse GSE39920 sample 3078,-0.014862491844475946,-0.053628257591462704,0.9572313425988414,0.9998960276301339,driver_antagonize,PGR
RNF2 KD human GSE23035 sample 2172,0.10923827755984596,0.7194356633656271,0.4718725296291526,0.9998960276301339,brake_agonize,RNF2
Pink1 KO mouse GSE60413 sample 2264,-0.014862491844475946,-0.008952894053075457,0.9928567194881305,0.9998960276301339,driver_antagonize,PINK1
Mat1a KO mouse GSE63027 sample 2911,-0.014862491844475946,-0.19162562422378665,0.8480354692429876,0.9998960276301339,driver_antagonize,MAT1A
Stap2 KO mouse GSE48543 sample 2830,0.045700372609479185,0.23831133496527054,0.8116396305452122,0.9998960276301339,brake_agonize,STAP2
Lat2 KD mouse GSE40731 sample 1706,0.4582488499052653,2.7974100941242774,0.00515141018649217,0.11395543745876618,brake_agonize,LAT2
Eed KO mouse GSE49305 sample 1477,-0.014862491844475946,-0.1669873406761788,0.8673800097428899,0.9998960276301339,driver_antagonize,EED
BMI1 DEPLETION human GSE6015 sample 142,0.16252808466511356,1.2309229183062715,0.2183516950003226,0.9998960276301339,brake_agonize,BMI1
MIR222 KD human GSE19777 sample 483,0.1489220695802942,1.1190132752582587,0.26313447564399006,0.9998960276301339,brake_agonize,MIR222
Gast KO mouse GSE2772 sample 949,-0.014862491844475946,-0.15775950859078408,0.8746463064814406,0.9998960276301339,driver_antagonize,GAST
Gata5 KO mouse GSE47425 sample 77,-0.014862491844475946,0.029116443994241015,0.9767717209471549,0.9998960276301339,driver_antagonize,GATA5
PADI4 KD human GSE54075 sample 2566,0.08359190994153985,0.5724599803874502,0.5670103906691719,0.9998960276301339,brake_agonize,PADI4
Ppara KO mouse GSE6864 sample 1372,-0.014862491844475946,0.018719126691952814,0.9850651700341396,0.9998960276301339,driver_antagonize,PPARA
WTAP KD human GSE2327 sample 96,0.12334528712513433,0.7784264970427843,0.43631762305602606,0.9998960276301339,brake_agonize,WTAP
Cftr KO mouse GSE765 sample 1285,-0.014862491844475946,-0.03897994395622786,0.9689063788637367,0.9998960276301339,driver_antagonize,CFTR
Pten KO mouse GSE60057 sample 2317,-0.5625497971089896,-3.668705723912447,0.00024378148613651246,0.010194462796720288,driver_antagonize,PTEN
CHEK2 KD human GSE54268 sample 695,-0.08092412751549008,-0.19473907667535134,0.8455972187482392,0.9998960276301339,driver_antagonize,CHEK2
Pgr KO mouse GSE39920 sample 3077,0.1300100315764377,0.9936247346204516,0.32040559762221443,0.9998960276301339,brake_agonize,PGR
PARK7 KD human GSE17204 sample 400,-0.014862491844475946,0.006706215730760807,0.9946492541138523,0.9998960276301339,driver_antagonize,PARK7
NRAS KD human GSE12445 sample 2377,-0.014862491844475946,-0.05456103718474088,0.9564881803176761,0.9998960276301339,driver_antagonize,NRAS
CBFB KD human GSE21561 sample 2438,-0.014862491844475946,0.123573443923854,0.9016530199719008,0.9998960276301339,driver_antagonize,CBFB
Ret KO mouse GSE32093 sample 1441,-0.014862491844475946,-0.12969336919045618,0.8968090288780192,0.9998960276301339,driver_antagonize,RET
ELK1 KD human GSE34589 sample 2865,-0.014862491844475946,-0.024723455810450778,0.9802755457659833,0.9998960276301339,driver_antagonize,ELK1
BRCA1 DEPLETION human GSE22259 sample 65,0.045700372609479185,0.23448485114481957,0.8146085924393951,0.9998960276301339,brake_agonize,BRCA1
Prnp KO mouse GSE21718 sample 386,-0.014862491844475946,0.023358582407055576,0.981364242434725,0.9998960276301339,driver_antagonize,PRNP
Aplp2 KO mouse GSE25926 sample 1198,-0.11084069786804983,-0.7282542672807264,0.46645795182750627,0.9998960276301339,driver_antagonize,APLP2
Nfe2l2 KO mouse GSE867 sample 726,-0.014862491844475946,-0.24792704137314853,0.8041908569677058,0.9998960276301339,driver_antagonize,NFE2L2
Prmt8 KD mouse GSE47214 sample 1708,-0.014862491844475946,0.21857414383624385,0.826981796015228,0.9998960276301339,driver_antagonize,PRMT8
Cldn18 KO mouse GSE48443 sample 55,-0.014862491844475946,0.0005940351860995585,0.9995260285243132,0.9998960276301339,driver_antagonize,CLDN18
IRS3P KO mouse GSE2556 sample 332,-0.014862491844475946,-0.26070069319288525,0.7943233314483333,0.9998960276301339,driver_antagonize,IRS3P
Retnlb KO mouse GSE25640 sample 435,0.24417991827199745,1.2622516764948812,0.20685823907916712,0.9998960276301339,brake_agonize,RETNLB
Bnc1 KD mouse GSE4029 sample 97,0.0992972490017895,0.6083834973536465,0.5429331540363059,0.9998960276301339,brake_agonize,BNC1
Nfe2l2 KO mouse GSE18344 sample 1261,0.09693817010107027,0.6816517974087177,0.49545915385942585,0.9998960276301339,brake_agonize,NFE2L2
GSK3A KD human GSE35200 sample 205,-0.014862491844475946,-0.07824210689787417,0.9376354681988422,0.9998960276301339,driver_antagonize,GSK3A
Ppif KO mouse GSE23028 sample 72,0.008894850785674696,0.09343094402922501,0.9255612082482159,0.9998960276301339,brake_agonize,PPIF
Prdm14 KO mouse GSE45507 sample 3106,-0.12619144131895155,-0.5465464996228834,0.5846903333488147,0.9998960276301339,driver_antagonize,PRDM14
SMC3 KD human GSE38252 sample 2862,0.05728365839670666,0.2760783452717652,0.7824878925286667,0.9998960276301339,brake_agonize,SMC3
PPARGC1A KD human GSE36879 sample 2868,-0.014862491844475946,-0.05670430190152213,0.9547807471099264,0.9998960276301339,driver_antagonize,PPARGC1A
HSF1 KD human GSE3697 sample 779,-0.014862491844475946,-0.1381397802296056,0.8901299470603877,0.9998960276301339,driver_antagonize,HSF1
Polg KO mouse GSE27686 sample 2211,-0.014862491844475946,-0.3552115375282038,0.7224311219120916,0.9998960276301339,driver_antagonize,POLG
PARK2 KD human GSE50864 sample 1799,-0.2330019966043024,-1.7168929904304764,0.08599872587979021,0.8038218231429329,driver_antagonize,PARK2
MYC KD human GSE5823 sample 139,-0.03595301772425459,-0.18138793907755218,0.8560630850767523,0.9998960276301339,driver_antagonize,MYC
Il17rc KO mouse GSE48329 sample 2411,0.030693254634653302,0.31453135341237726,0.7531175072704641,0.9998960276301339,brake_agonize,IL17RC
CMAHP KO mouse GSE16438 sample 1147,-0.014862491844475946,-0.03975590803465898,0.9682877287095211,0.9998960276301339,driver_antagonize,CMAHP
Chrna4 KD mouse GSE6614 sample 1724,-0.014862491844475946,-0.03187965240361459,0.97456802542084,0.9998960276301339,driver_antagonize,CHRNA4
SREBF2 KD human GSE50588 sample 2823,-0.20579078041059387,-1.3587890198247512,0.17421345370648156,0.9998960276301339,driver_antagonize,SREBF2
Foxo1 KO mouse GSE18308 sample 1168,-0.014862491844475946,-0.012018039568534051,0.9904112226007916,0.9998960276301339,driver_antagonize,FOXO1
Bmpr1a KO mouse GSE48092 sample 1622,-0.11722287244629115,-0.6409838340745083,0.5215331861510193,0.9998960276301339,driver_antagonize,BMPR1A
Il10 KO mouse GSE39859 sample 1096,0.15860106659502807,0.750703317464413,0.45283122605801285,0.9998960276301339,brake_agonize,IL10
FLI1 KD human GSE27524 sample 1594,-0.014862491844475946,-0.1017295140973181,0.9189713748070786,0.9998960276301339,driver_antagonize,FLI1
Hes1 KO mouse GSE52106 sample 2518,-0.014862491844475946,0.00979311677136982,0.9921863482210735,0.9998960276301339,driver_antagonize,HES1
Ppargc1b KO mouse GSE5042 sample 2280,-0.014862491844475946,-0.2004867771851424,0.8410998983442103,0.9998960276301339,driver_antagonize,PPARGC1B
Il10 KO mouse GSE2172 sample 1107,-0.014862491844475946,-0.005993137324867076,0.9952181968829587,0.9998960276301339,driver_antagonize,IL10
Rorc KO mouse GSE27241 sample 1686,-0.3583596536932005,-2.0084961010544258,0.044590599955839264,0.5477725215823069,driver_antagonize,RORC
Nfe2l2 KO mouse GSE18344 sample 965,-0.14731982685837217,-0.5731022758013603,0.5665754464158526,0.9998960276301339,driver_antagonize,NFE2L2
Esr2 KO mouse GSE1050 sample 901,-0.014862491844475946,0.11766237319236707,0.9063351814639805,0.9998960276301339,driver_antagonize,ESR2
NET1 KD human GSE26309 sample 463,-0.26678861953868444,-1.3177447199988321,0.18758911880222218,0.9998960276301339,driver_antagonize,NET1
PPARGC1A DEPLETION human GSE36879 sample 310,0.10331584133250131,0.8390490483624888,0.40144178626381843,0.9998960276301339,brake_agonize,PPARGC1A
PTEN KD human GSE7562 sample 127,-0.08092412751549008,-0.9574474939202777,0.3383414361974635,0.9998960276301339,driver_antagonize,PTEN
Rp1 KO mouse GSE128 sample 217,0.20516644569579512,1.4037582136979019,0.16039086098271982,0.9998960276301339,brake_agonize,RP1
Klf5 KO mouse GSE58719 sample 2318,-0.11093563282735307,-0.45724933040912974,0.6474918448532485,0.9998960276301339,driver_antagonize,KLF5
ZNF148 KD human GSE31092 sample 2162,-0.014862491844475946,-0.1063856470473842,0.9152763804457457,0.9998960276301339,driver_antagonize,ZNF148
Tlr4 KO mouse GSE18602 sample 2372,-0.25968247513413767,-1.304600383690959,0.19202895756458127,0.9998960276301339,driver_antagonize,TLR4
NPTX1 KO human GSE34551 sample 1673,0.09383749791463329,0.5817984484645372,0.5607024492627365,0.9998960276301339,brake_agonize,NPTX1
CMAHP KO mouse GSE16438 sample 447,-0.014862491844475946,0.028120098233125175,0.9775663643390475,0.9998960276301339,driver_antagonize,CMAHP
Socs3 KO mouse GSE411 sample 2456,0.2622613986340267,1.9414552649564012,0.05220308052170274,0.5908255624936899,brake_agonize,SOCS3
Cftr KO mouse GSE5715 sample 978,-0.014862491844475946,0.015263573374052892,0.9878219033327366,0.9998960276301339,driver_antagonize,CFTR
KMT2D KD human GSE37570 sample 1301,-0.014862491844475946,-0.023754794199734253,0.9810481988658352,0.9998960276301339,driver_antagonize,KMT2D
Satb1 KO mouse GSE44107 sample 1504,-0.1576926676154306,-0.8488020359479284,0.3959914571022095,0.9998960276301339,driver_antagonize,SATB1
RB1 KD human GSE50532 sample 668,-0.014862491844475946,-0.23157262296378997,0.8168699732461506,0.9998960276301339,driver_antagonize,RB1
Stat1 KO mouse GSE33057 sample 1529,0.14994229531889272,0.9265609345253482,0.3541545458078339,0.9998960276301339,brake_agonize,STAT1
Klf15 KO mouse GSE53231 sample 446,-0.014862491844475946,-0.03729476233995848,0.9702499816365596,0.9998960276301339,driver_antagonize,KLF15
Dgcr8 KO mouse GSE58493 sample 2480,-0.014862491844475946,-0.1160604203762183,0.9076046567366696,0.9998960276301339,driver_antagonize,DGCR8
Lamtor2 KO mouse GSE24461 sample 1206,-0.16550193943972277,-0.9136926806999246,0.3608783510639082,0.9998960276301339,driver_antagonize,LAMTOR2
Hunk KO mouse GSE14226 sample 1455,-0.014862491844475946,-0.027677945912769574,0.9779190135761767,0.9998960276301339,driver_antagonize,HUNK
MAPK1 KD human GSE24592 sample 1833,-0.30209709793879563,-1.7224554074631466,0.08498705406226134,0.8005232189090423,driver_antagonize,MAPK1
E2f1 KD mouse GSE24594 sample 473,-0.014862491844475946,0.06787310496638281,0.9458866484956366,0.9998960276301339,driver_antagonize,E2F1
Aldh1a2 KO mouse GSE43578 sample 316,0.05010498335204003,0.0636297748766492,0.9492650228512918,0.9998960276301339,brake_agonize,ALDH1A2
Trim28 KO in the B lineage mouse GSE34446 sample 3097,0.26221553480718285,1.7760952064716904,0.07571722619724418,0.7478007314839225,brake_agonize,TRIM28
CHRNA9 KO mouse GSE18567 sample 2364,-0.13664805763189428,-1.0637343797416625,0.28744904538846694,0.9998960276301339,driver_antagonize,CHRNA9
Nfe2l2 KO mouse GSE18344 sample 1260,-0.014718382333574647,0.2527505924601546,0.8004609496934997,0.9998960276301339,driver_antagonize,NFE2L2
MIR126 KD human GSE40458 sample 2333,0.43568920076359063,2.7981761712389073,0.005139207349754574,0.11395543745876618,brake_agonize,MIR126
Irf8 KO mouse GSE39228 sample 2195,-0.08727665085726502,-0.5370374908809974,0.5912417174504612,0.9998960276301339,driver_antagonize,IRF8
SDC1 KD human GSE23362 sample 1830,-0.15208012848796154,-0.8359022466206668,0.4032098984414034,0.9998960276301339,driver_antagonize,SDC1
Cbx3 KD mouse GSE44084 sample 1374,-0.014862491844475946,-0.08115244606442747,0.9353207172616835,0.9998960276301339,driver_antagonize,CBX3
Gys1 KO mouse GSE2198 sample 2459,-0.014862491844475946,-0.07078973445087666,0.9435651020496145,0.9998960276301339,driver_antagonize,GYS1
Adora2a KO mouse GSE44363 sample 2472,-0.014862491844475946,-0.05369197359599703,0.9571805777215895,0.9998960276301339,driver_antagonize,ADORA2A
Ezh2 KO mouse GSE20054 sample 542,-0.014862491844475946,-0.06198688283773466,0.9505732778921802,0.9998960276301339,driver_antagonize,EZH2
YY2 KD human GSE14964 sample 517,-0.014862491844475946,0.19023703863268535,0.8491233884114715,0.9998960276301339,driver_antagonize,YY2
Acadm KO mouse GSE37546 sample 539,-0.014862491844475946,-0.07635980855907287,0.9391328443328335,0.9998960276301339,driver_antagonize,ACADM
Ppara KO mouse GSE6864 sample 1373,-0.014862491844475946,-0.272713702496428,0.7850733007655393,0.9998960276301339,driver_antagonize,PPARA
Tardbp KD mouse GSE46148 sample 2548,-0.014862491844475946,-0.20131264994354095,0.840454111821634,0.9998960276301339,driver_antagonize,TARDBP
STAT6 KD human GSE50588 sample 2805,0.019355858051726085,0.08658511018161359,0.9310013018003113,0.9998960276301339,brake_agonize,STAT6
Akt1 KO mouse GSE30671 sample 2325,0.23948530618905683,1.0220965827172428,0.3067351904089024,0.9998960276301339,brake_agonize,AKT1
Itgb1 KO mouse GSE14411 sample 2347,0.41900964550123637,2.4682518617033846,0.013577475038748007,0.24174528727526937,brake_agonize,ITGB1
RAP1A KO human GSE61900 sample 2905,-0.10611265873409469,-0.6459402116984619,0.5183180763291702,0.9998960276301339,driver_antagonize,RAP1A
Mbd2 KO mouse GSE48653 sample 1051,-0.23753146542532538,-2.0065399253501264,0.04479867348415563,0.5477725215823069,driver_antagonize,MBD2
EWSR1 KD human GSE27524 sample 495,0.005611460941674357,-0.07713021282732138,0.9385199582242284,0.9998960276301339,brake_agonize,EWSR1
Dot1l DELETION mouse GSE25911 sample 453,-0.014862491844475946,-0.06475854417563595,0.9483662490856553,0.9998960276301339,driver_antagonize,DOT1L
BMI1 KO mouse GSE30852 sample 3074,0.46745527746282856,3.7158860924833665,0.00020249279772631884,0.009346495547266236,brake_agonize,BMI1
Sarm1 KO mouse GSE44331 sample 439,-0.1770852180303667,-1.0948339280131165,0.2735893995425197,0.9998960276301339,driver_antagonize,SARM1
Trp53inp2 KO mouse GSE54917 sample 411,-0.014862491844475946,-0.3288081180969774,0.7423007266172561,0.9998960276301339,driver_antagonize,TRP53INP2
Nfe2l2 KO mouse GSE18344 sample 1259,-0.10836717250375924,-0.17109384189538054,0.8641499779340115,0.9998960276301339,driver_antagonize,NFE2L2
Ppp2r2d KD mouse GSE53388 sample 2291,-0.03969563870817761,-0.333394060185477,0.7388368462365115,0.9998960276301339,driver_antagonize,PPP2R2D
Bdkrb1 KO mouse GSE31646 sample 2504,-0.014862491844475946,0.045594816442327255,0.963633200757135,0.9998960276301339,driver_antagonize,BDKRB1
AGR2 KD human GSE12513 sample 1843,0.20022595511876384,1.0766423430425023,0.2816400797563242,0.9998960276301339,brake_agonize,AGR2
Psap KO mouse GSE8307 sample 2487,0.18983879087450492,1.3550542384182476,0.17540027704420835,0.9998960276301339,brake_agonize,PSAP
Srf KD mouse GSE1948 sample 1156,-0.014862491844475946,0.11102777210473042,0.9115943239236493,0.9998960276301339,driver_antagonize,SRF
Snca KO mouse GSE19534 sample 554,-0.014862491844475946,-0.10067872243458055,0.9198055025742045,0.9998960276301339,driver_antagonize,SNCA
Selenbp2 KO mouse GSE36697 sample 2399,-0.014862491844475946,-0.02947699069872951,0.9764841697285019,0.9998960276301339,driver_antagonize,SELENBP2
Pten KD mouse GSE47150 sample 364,0.10557670071086084,0.9217146412806627,0.3566774414653392,0.9998960276301339,brake_agonize,PTEN
NANOG KD human GSE34904 sample 1349,0.08111571384043517,0.6613884027880912,0.5083632613258156,0.9998960276301339,brake_agonize,NANOG
Nfkbia KO mouse GSE63012 sample 2329,0.10677896790333431,0.4294426408346362,0.6676011279758349,0.9998960276301339,brake_agonize,NFKBIA
EGR3 KD human GSE52108 sample 2233,-0.2631284480766309,-1.3120377567298562,0.18950739545749862,0.9998960276301339,driver_antagonize,EGR3
Zfp335 KD mouse GSE36384 sample 1404,-0.014862491844475946,-0.37088848134928304,0.7107205948202102,0.9998960276301339,driver_antagonize,ZFP335
Mecp2 KO mouse GSE8720 sample 2416,-0.014862491844475946,-0.10029507552251658,0.9201100669448339,0.9998960276301339,driver_antagonize,MECP2
Alk KD mouse GSE53388 sample 2315,-0.4022067542166703,-2.119460285141367,0.03405158669113279,0.4716790955296153,driver_antagonize,ALK
Sirt4 KO mouse GSE56321 sample 49,0.09383749791463329,0.5944318303522041,0.552223324304797,0.9998960276301339,brake_agonize,SIRT4
Spi1 KD mouse GSE5654 sample 202,-0.0895907058571042,-0.5349840263397534,0.5926609029884381,0.9998960276301339,driver_antagonize,SPI1
