perturbation,program_score,emp_z,emp_p,emp_fdr,direction,perturbed_gene
Ddr1 KO mouse GSE35297 sample 1683,-0.014862491844475946,-0.08700854307842107,0.9306647214685979,0.9998960276301339,driver_antagonize,DDR1
Tcf3 KO mouse GSE26788 sample 1545,-0.014862491844475946,0.01505706901815601,0.9879866510362426,0.9998960276301339,driver_antagonize,TCF3
Tlr4 KO mouse GSE34351 sample 1141,-0.014862491844475946,-0.11181132913522786,0.9109730045043399,0.9998960276301339,driver_antagonize,TLR4
Pkd1 KO mouse GSE24352 sample 2945,-0.014862491844475946,-0.144578986576434,0.8850432891739937,0.9998960276301339,driver_antagonize,PKD1
Il1rn KO mouse GSE7705 sample 1690,-0.17295446214054458,-1.253419379485031,0.2100531223417329,0.9998960276301339,driver_antagonize,IL1RN
Hey2 KO mouse GSE6526 sample 1512,0.18983879087450492,1.2501835995907795,0.2112324864349352,0.9998960276301339,brake_agonize,HEY2
ZNF658 KD human GSE59385 sample 2924,-0.1377042069375007,-0.944394023524919,0.34496833439982955,0.9998960276301339,driver_antagonize,ZNF658
Foxa2 KO mouse GSE19204 sample 2166,0.1312635959316553,0.4784333923064981,0.6323417715036185,0.9998960276301339,brake_agonize,FOXA2
Pink1 KO mouse GSE60413 sample 2263,-0.014862491844475946,-0.21871890225844853,0.8268690235964538,0.9998960276301339,driver_antagonize,PINK1
Akt1 KO mouse GSE2746 sample 223,-0.014862491844475946,-0.1721180950161015,0.8633446872873706,0.9998960276301339,driver_antagonize,AKT1
Sst KO mouse GSE56520 sample 2422,-0.014862491844475946,-0.26237435478086674,0.7930328422186274,0.9998960276301339,driver_antagonize,SST
LAMP3 KD human GSE29009 sample 1541,-0.014862491844475946,-0.04662673995587658,0.9628107198002367,0.9998960276301339,driver_antagonize,LAMP3
Pink1 KO mouse GSE60413 sample 2267,-0.21900470577053388,-1.3812480847357502,0.16720269466068016,0.9998960276301339,driver_antagonize,PINK1
Dgcr8 KO mouse GSE16923 sample 1456,0.05728365839670666,0.05613517734273079,0.9552341206415397,0.9998960276301339,brake_agonize,DGCR8
NPTX1 KD human GSE34551 sample 1674,-0.014862491844475946,-0.19599364603225336,0.8446151392824512,0.9998960276301339,driver_antagonize,NPTX1
Rad21 KD mouse GSE23923 sample 1330,-0.014862491844475946,-0.21872722307739995,0.8268625414646397,0.9998960276301339,driver_antagonize,RAD21
THOC5 KD human GSE42327 sample 2858,-0.014862491844475946,-0.002711694851317418,0.9978363831961421,0.9998960276301339,driver_antagonize,THOC5
Bach2 KO mouse GSE30883 sample 2701,-0.2941204664106904,-1.9490432394162247,0.05129026120084868,0.5850295418221803,driver_antagonize,BACH2
NR2C2 KO human GSE52452 sample 2714,-0.20270969330290842,-1.209329194497819,0.22653639905498624,0.9998960276301339,driver_antagonize,NR2C2
Med23 KO mouse GSE60779 sample 2579,0.4392147207188166,2.4610098486642187,0.013854656282267772,0.24370841171218008,brake_agonize,MED23
Clpp KO mouse GSE40207 sample 135,0.11784652285066179,0.9607789034359883,0.33666334821634836,0.9998960276301339,brake_agonize,CLPP
Commd1 KO mouse GSE53368 sample 1549,0.026397776694714346,0.26213385597066174,0.7932182458388659,0.9998960276301339,brake_agonize,COMMD1
Otx2 KO mouse GSE27630 sample 78,-0.014862491844475946,0.07456485544677703,0.9405609375392905,0.9998960276301339,driver_antagonize,OTX2
Tfam KD mouse GSE63767 sample 1074,-0.09251401070717045,-0.6990677448449012,0.4845096950471186,0.9998960276301339,driver_antagonize,TFAM
HSF1 KD human GSE3697 sample 783,-0.014862491844475946,0.036468927555090964,0.9709084544395863,0.9998960276301339,driver_antagonize,HSF1
Alkbh1 KO mouse GSE30561 sample 1543,-0.014862491844475946,-0.16849368085091215,0.8661949145540412,0.9998960276301339,driver_antagonize,ALKBH1
Sst KO mouse GSE56520 sample 2423,0.13577694973950696,0.7200077083387295,0.4715202495280846,0.9998960276301339,brake_agonize,SST
Arid3b KO mouse GSE62069 sample 2591,0.14028888732321898,0.6591062328151823,0.5098275535429113,0.9998960276301339,brake_agonize,ARID3B
IRF4 KD human GSE22036 sample 2601,0.6618031686785716,5.277200256539389,1.3117251682667496e-07,1.5959322880578788e-05,brake_agonize,IRF4
GAPDH KD human GSE15723 sample 2242,-0.24174082642209463,-1.7755661240229188,0.07580445771206885,0.7478007314839225,driver_antagonize,GAPDH
Dicer1 KD mouse GSE57511 sample 891,0.12469694372901524,0.5382505486757133,0.5904040864987989,0.9998960276301339,brake_agonize,DICER1
Il2 KO mouse GSE23398 sample 1487,1.1598233982645483,10.183597109401015,2.347208986489907e-24,1.713462560137632e-21,brake_agonize,IL2
Cav1 KO mouse GSE10849 sample 393,-0.014862491844475946,-0.0638083462532898,0.9491228324551908,0.9998960276301339,driver_antagonize,CAV1
Pafah1b1 KO mouse GSE35366 sample 1638,-0.014862491844475946,-0.07440738404954372,0.9406862334709049,0.9998960276301339,driver_antagonize,PAFAH1B1
PPRC1 KD human GSE14428 sample 3116,0.10923827755984596,0.7520789854662807,0.45200356063565894,0.9998960276301339,brake_agonize,PPRC1
Sh2b3 KO mouse GSE44025 sample 2655,-0.19262108151716265,-1.0833039092909507,0.27867355068172994,0.9998960276301339,driver_antagonize,SH2B3
GSK3A KD human GSE35200 sample 2706,-0.014862491844475946,-0.06299770092022791,0.9497683350862831,0.9998960276301339,driver_antagonize,GSK3A
Kat5 KD mouse GSE31008 sample 1323,0.31141369860746304,1.545091179602848,0.12232421018441039,0.9546533596583987,brake_agonize,KAT5
Pde10a KO mouse GSE40377 sample 318,0.08111571384043517,0.4954724685362566,0.6202666513676711,0.9998960276301339,brake_agonize,PDE10A
Rybp KO mouse GSE32287 sample 2667,-0.014862491844475946,-0.10776541055833154,0.9141817814304637,0.9998960276301339,driver_antagonize,RYBP
SALL4 KD human GSE35965 sample 1408,-0.08700863658238879,-0.5740576224424535,0.56592880889443,0.9998960276301339,driver_antagonize,SALL4
Rap1a KO mouse GSE46209 sample 1443,-0.014862491844475946,-0.15173271231950236,0.8793977551864464,0.9998960276301339,driver_antagonize,RAP1A
HNF4A KD human GSE25417 sample 1357,-0.014862491844475946,-0.16368263441683378,0.869980988885363,0.9998960276301339,driver_antagonize,HNF4A
GSK3B KD human GSE35200 sample 212,-0.07542535799174485,-0.6407632014683786,0.521676544597939,0.9998960276301339,driver_antagonize,GSK3B
CCND1 KD human GSE48989 sample 2202,0.1752032732739198,1.0771665562678259,0.28140586333334316,0.9998960276301339,brake_agonize,CCND1
TBK1 KD human GSE17643 sample 2624,-0.014862491844475946,-0.21817278791613753,0.8272944864799472,0.9998960276301339,driver_antagonize,TBK1
Lmna KO mouse GSE5304 sample 1204,-0.02531910985073244,-0.2692858931321063,0.7877096870198491,0.9998960276301339,driver_antagonize,LMNA
Prkaca KO mouse GSE2413 sample 937,0.11759484833402728,0.600674913942348,0.5480565307331917,0.9998960276301339,brake_agonize,PRKACA
MYB KD human GSE49286 sample 1837,-0.08092412751549008,-0.3242221479796157,0.7457698553153833,0.9998960276301339,driver_antagonize,MYB
Stat6 KO mouse GSE25088 sample 1160,-0.05357495284723965,-0.44997310975907195,0.6527298300069126,0.9998960276301339,driver_antagonize,STAT6
Cstb KO mouse GSE47516 sample 196,-0.17612369269640607,-0.9096623512866959,0.36300060499587306,0.9998960276301339,driver_antagonize,CSTB
JUND KD human GSE50588 sample 2812,-0.024023904094726524,-0.23766508840401618,0.8121408632837627,0.9998960276301339,driver_antagonize,JUND
Lat2 KO mouse GSE40731 sample 1702,0.03873043002518402,0.4525345965946845,0.6508839035526485,0.9998960276301339,brake_agonize,LAT2
LLGL1 KD human GSE64681 sample 2604,-0.24534805518024685,-1.4580628722245912,0.14482321394835332,0.9973674168141313,driver_antagonize,LLGL1
RELA KD human GSE1676 sample 1787,-0.014862491844475946,-0.3965049140368412,0.6917325834278221,0.9998960276301339,driver_antagonize,RELA
Hprt KO mouse GSE48790 sample 1450,-0.1475715027296577,-0.470139056442913,0.6382556718458242,0.9998960276301339,driver_antagonize,HPRT
Npc1 KO mouse GSE39621 sample 2463,-0.014862491844475946,0.12809610300159302,0.898072919997333,0.9998960276301339,driver_antagonize,NPC1
FOXP1 KD human GSE51382 sample 1435,-0.014862491844475946,0.055967279206675095,0.9553678736981392,0.9998960276301339,driver_antagonize,FOXP1
Lat2 KO mouse GSE40731 sample 1705,-0.3367310661759058,-1.931902414766919,0.05337155169084444,0.5948279806765868,driver_antagonize,LAT2
NRAS DEPLETION - siRNA siMut10 human GSE12445 sample 1022,-0.08092412751549008,-0.6753808021394858,0.499433859353446,0.9998960276301339,driver_antagonize,NRAS
ZBTB38 KD human GSE50588 sample 2825,0.8559140308908272,5.033928332605125,4.805293817144223e-07,4.6771526486870434e-05,brake_agonize,ZBTB38
FLI1 KD human GSE27524 sample 1600,-0.1160299988061359,-0.9444286525218312,0.3449506453879013,0.9998960276301339,driver_antagonize,FLI1
CMAHP KO mouse GSE16438 sample 1123,-0.014862491844475946,-0.017404535728350573,0.9861138907163733,0.9998960276301339,driver_antagonize,CMAHP
Mat1a KO mouse GSE63027 sample 2910,-0.014862491844475946,-0.23470821058731908,0.8144352146091626,0.9998960276301339,driver_antagonize,MAT1A
Htt KO mouse GSE26001 sample 2934,-0.014862491844475946,-0.0823676641165415,0.9343543489473101,0.9998960276301339,driver_antagonize,HTT
LEF1 KD human GSE42637 sample 1775,0.25367780382194643,1.3546403726587335,0.17553216394083115,0.9998960276301339,brake_agonize,LEF1
TP53BP1 KD human GSE54268 sample 697,-0.21655685150868853,-1.2359251751907057,0.21648637813650695,0.9998960276301339,driver_antagonize,TP53BP1
Hdac6 KO mouse GSE27896 sample 559,-0.027440296157940545,-0.18913940607050556,0.8499835572650563,0.9998960276301339,driver_antagonize,HDAC6
ATR KD human GSE54268 sample 691,-0.014862491844475946,0.04657958925656603,0.9628482997839414,0.9998960276301339,driver_antagonize,ATR
Nrl KO mouse GSE4051 sample 2726,-0.014862491844475946,-0.029208080665884994,0.9766986365451402,0.9998960276301339,driver_antagonize,NRL
Dhcr7 KO mouse GSE39811 sample 3083,-0.014862491844475946,0.2935860323315519,0.7690742502563584,0.9998960276301339,driver_antagonize,DHCR7
Rnf2 KO mouse GSE23033 sample 1765,-0.04093775223009288,-0.4268853625989726,0.6694628273680916,0.9998960276301339,driver_antagonize,RNF2
Kdm6a KO mouse GSE35415 sample 1454,-0.014862491844475946,-0.13696755655937504,0.8910564394968888,0.9998960276301339,driver_antagonize,KDM6A
Kdm1a KD mouse GSE36347 sample 1407,-0.5279628435594284,-2.706333821981896,0.006803062139850824,0.14394885107510438,driver_antagonize,KDM1A
Bhlha15 KO mouse GSE34232 sample 172,-0.014862491844475946,0.005629645932492951,0.9955082161539758,0.9998960276301339,driver_antagonize,BHLHA15
ERBB2 KO human GSE23988 sample 594,0.051199136883951724,0.4623784879301561,0.6438099232629116,0.9998960276301339,brake_agonize,ERBB2
MYC KD human GSE5823 sample 136,-0.1616631313967942,-1.036871419621373,0.2997957852295303,0.9998960276301339,driver_antagonize,MYC
NR2F2 KD human GSE33182 sample 822,-0.08092412751549008,-0.6249491804503401,0.532004412612366,0.9998960276301339,driver_antagonize,NR2F2
Trim71 KD mouse GSE37712 sample 1713,-0.05518932777075944,-0.4735888431024726,0.6357931330227293,0.9998960276301339,driver_antagonize,TRIM71
Ing2 KO mouse GSE18610 sample 3005,-0.014862491844475946,0.15122594556863098,0.8797974840529887,0.9998960276301339,driver_antagonize,ING2
PDE1C KD human GSE46538 sample 2223,0.1649934926218438,0.3831097960427687,0.7016383565607183,0.9998960276301339,brake_agonize,PDE1C
Kdm2b KD mouse GSE41298 sample 1376,-0.04606687773908065,-0.09114742861155962,0.927375446875072,0.9998960276301339,driver_antagonize,KDM2B
Cd47 KO mouse GSE43133 sample 1832,-0.03788136920510707,0.005577802283209303,0.9955495807518453,0.9998960276301339,driver_antagonize,CD47
Vax2 KO mouse GSE19626 sample 2369,-0.2856927025661042,-1.762354370906019,0.07800944286462498,0.7592919105490165,driver_antagonize,VAX2
Pycard KO mouse GSE25205 sample 2680,-0.1895850995153358,-1.3464208054494562,0.1781668448761965,0.9998960276301339,driver_antagonize,PYCARD
Pten KO mouse GSE64303 sample 2253,-0.014862491844475946,-0.16512567589883279,0.8688450639657203,0.9998960276301339,driver_antagonize,PTEN
Dbh KO mouse GSE33906 sample 80,-0.014862491844475946,0.0312807990202379,0.9750456030764592,0.9998960276301339,driver_antagonize,DBH
Cebpg KO mouse GSE47777 sample 3104,0.11685636731668968,0.557198269285846,0.5773919720802121,0.9998960276301339,brake_agonize,CEBPG
Atm KO mouse GSE2118 sample 2724,-0.11084069786804983,-0.9035671441528448,0.3662249697904497,0.9998960276301339,driver_antagonize,ATM
NFKB2 KD human GSE50588 sample 2806,0.7307957754660905,4.562500284935097,5.054802501413539e-06,0.00037339676413629137,brake_agonize,NFKB2
Igf1 KO mouse GSE65202 sample 1319,-0.11127890374469147,-0.5043026265807312,0.6140487320041919,0.9998960276301339,driver_antagonize,IGF1
Tet2 KO mouse GSE27816 sample 3127,0.24100902798289264,1.7083595815902355,0.08756964209551009,0.8040986003738663,brake_agonize,TET2
HSF1 KD human GSE3697 sample 780,-0.014862491844475946,-0.24069329623554378,0.8097928350795804,0.9998960276301339,driver_antagonize,HSF1
NRAS DEPLETION - siRNA siMut10 human GSE12445 sample 1026,-0.014862491844475946,-0.21177386139872287,0.8322834615884608,0.9998960276301339,driver_antagonize,NRAS
Myd88 KO mouse GSE22873 sample 1126,-0.1377042069375007,-1.1468437097860675,0.25144622053386345,0.9998960276301339,driver_antagonize,MYD88
Cebpa KD mouse GSE55760 sample 2883,0.10692307208029722,0.7384531508099599,0.46023912628565655,0.9998960276301339,brake_agonize,CEBPA
E2f4 KO mouse GSE11039 sample 1167,-0.23489143886730413,-2.115517221322398,0.034385888737016326,0.4716790955296153,driver_antagonize,E2F4
TIAM1 KD human GSE45130 sample 2236,-0.014862491844475946,-0.2058820355197164,0.8368830584187432,0.9998960276301339,driver_antagonize,TIAM1
TET2 DEPLETION human GSE51901 sample 2988,-0.014862491844475946,-0.020399056122365835,0.9837250367998317,0.9998960276301339,driver_antagonize,TET2
Gata4 Deletion - for the second exon mouse GSE5500 sample 739,0.19586350217419254,1.2193529470226696,0.2227102606496839,0.9998960276301339,brake_agonize,GATA4
Egr1 KO mouse GSE16974 sample 553,-0.014862491844475946,-0.06435077563569895,0.9486909240907697,0.9998960276301339,driver_antagonize,EGR1
RBP2 KD human GSE41443 sample 1791,-0.014862491844475946,0.27365789024247267,0.7843475414756613,0.9998960276301339,driver_antagonize,RBP2
Nfyb KD mouse GSE56838 sample 1342,-0.014862491844475946,-0.16225398136054062,0.8711058519541266,0.9998960276301339,driver_antagonize,NFYB
Scd1 KO mouse GSE3889 sample 2654,-0.014862491844475946,-0.19323940939760573,0.846771476106945,0.9998960276301339,driver_antagonize,SCD1
Prkcz KO mouse GSE29145 sample 320,-0.14436539784285493,-0.533835511286982,0.5934553424896594,0.9998960276301339,driver_antagonize,PRKCZ
Por DELETION mouse GSE1468 sample 267,-0.014862491844475946,0.029450090141438064,0.9765056239536112,0.9998960276301339,driver_antagonize,POR
Socs3 KO mouse GSE411 sample 1762,-0.13664805763189428,-1.101744994735289,0.27057254970487343,0.9998960276301339,driver_antagonize,SOCS3
USF1 KD human GSE50588 sample 2827,-0.021535697488368234,-0.1337495814937215,0.8936005969940537,0.9998960276301339,driver_antagonize,USF1
Tcf3 KO mouse GSE26788 sample 1544,-0.014862491844475946,-0.03766587559021678,0.969954084013263,0.9998960276301339,driver_antagonize,TCF3
Lin28a KD mouse GSE37113 sample 1751,0.1319381539307704,0.8475852017393283,0.39666901857043646,0.9998960276301339,brake_agonize,LIN28A
Hnf1a KO mouse GSE23040 sample 2995,-0.10493907329245386,-0.48844585343504043,0.6252340698069081,0.9998960276301339,driver_antagonize,HNF1A
Satb1 KO mouse GSE17490 sample 2215,0.11464040881996466,0.5697641124193227,0.5688376992750579,0.9998960276301339,brake_agonize,SATB1
NFYC KD human GSE50588 sample 2822,0.3073897315506739,1.746888798828597,0.08065662917806853,0.7647650478707497,brake_agonize,NFYC
Zfp335 KD mouse GSE36384 sample 1405,0.05629350286273455,0.33187872344479447,0.7399808369359067,0.9998960276301339,brake_agonize,ZFP335
TET1 DEPLETION human GSE51901 sample 2987,-0.014862491844475946,0.02265057572109204,0.9819290005688233,0.9998960276301339,driver_antagonize,TET1
Atp7b KO mouse GSE5348 sample 2466,-0.014862491844475946,-0.2327987052657095,0.8159177183552777,0.9998960276301339,driver_antagonize,ATP7B
KDR KD human GSE61178 sample 2589,-0.08092412751549008,-0.5307806598690542,0.5955707836462993,0.9998960276301339,driver_antagonize,KDR
KDM1B KD human GSE22859 sample 2611,-0.014862491844475946,-0.3828055675003989,0.7018639331073196,0.9998960276301339,driver_antagonize,KDM1B
CTNNB1 KD human GSE18560 sample 2098,-0.014862491844475946,0.08426155384241849,0.9328484792442201,0.9998960276301339,driver_antagonize,CTNNB1
PTEN KD human GSE7562 sample 1364,0.051199136883951724,0.47283321028412506,0.6363321784560205,0.9998960276301339,brake_agonize,PTEN
Mmp10 KO mouse GSE7957 sample 2748,0.3819919857090678,2.018155916586467,0.043575025658888523,0.5466557565005656,brake_agonize,MMP10
Il10 KO mouse GSE25095 sample 1540,-0.2336824129610746,-1.3215972938146279,0.18630228501704682,0.9998960276301339,driver_antagonize,IL10
ACTL6A KO human GSE36222 sample 2608,-0.014862491844475946,-0.3859832893435557,0.6995090448222445,0.9998960276301339,driver_antagonize,ACTL6A
SOX11 DEPLETION human GSE34763 sample 353,0.1301427710356868,0.7332592062083633,0.4634003506877722,0.9998960276301339,brake_agonize,SOX11
Rpe65 KD mouse GSE3249 sample 1142,-0.22668961904392662,-1.236721862848631,0.21619035919487928,0.9998960276301339,driver_antagonize,RPE65
Ppara KO mouse GSE18564 sample 543,-0.014862491844475946,-0.11381137265421465,0.9093873231013833,0.9998960276301339,driver_antagonize,PPARA
Cstb KO mouse GSE47516 sample 513,0.1463987091132863,0.7159767461965805,0.4740057076378129,0.9998960276301339,brake_agonize,CSTB
Rpe65 KO mouse GSE3249 sample 2711,-0.014862491844475946,-0.0030675919133910123,0.9975524196121331,0.9998960276301339,driver_antagonize,RPE65
Ppargc1a KO mouse GSE43798 sample 1347,-0.014862491844475946,-0.020849368625562557,0.9833658158159378,0.9998960276301339,driver_antagonize,PPARGC1A
Batf KO mouse GSE54215 sample 1523,0.09397939367177473,0.8090901790064243,0.4184632769091562,0.9998960276301339,brake_agonize,BATF
PTK7 KD human GSE50138 sample 701,-0.014862491844475946,-0.04458986966557341,0.9644342174655512,0.9998960276301339,driver_antagonize,PTK7
Pou4f1 KO mouse GSE19997 sample 2108,-0.014862491844475946,-0.5109801019533864,0.6093649899774816,0.9998960276301339,driver_antagonize,POU4F1
MAPK1 KD human GSE24592 sample 2891,-0.014862491844475946,-0.03235755126669442,0.9741869139288757,0.9998960276301339,driver_antagonize,MAPK1
PTEN KD human GSE7562 sample 1367,0.051199136883951724,0.3221595380343295,0.7473318356675744,0.9998960276301339,brake_agonize,PTEN
TP53 DEPLETION human GSE26262 sample 478,-0.014862491844475946,-0.17793273231981405,0.8587758043301442,0.9998960276301339,driver_antagonize,TP53
RBP2 KD human GSE41443 sample 1793,-0.014862491844475946,0.1502445812316716,0.8805716543198124,0.9998960276301339,driver_antagonize,RBP2
Dicer1 KO mouse GSE39181 sample 2406,-0.014862491844475946,-0.22673568351283813,0.8206292781962203,0.9998960276301339,driver_antagonize,DICER1
MED12 KD human GSE38252 sample 2861,-0.018423803986727515,-0.22533894005404226,0.8217156087616457,0.9998960276301339,driver_antagonize,MED12
Zfx KO mouse GSE7069 sample 177,-0.014862491844475946,-0.21011631292702382,0.8335768937939436,0.9998960276301339,driver_antagonize,ZFX
Wfs1 KO mouse GSE15293 sample 1678,-0.11084069786804983,-0.4881280357038158,0.6254591540217216,0.9998960276301339,driver_antagonize,WFS1
Hnf4a KO mouse GSE3126 sample 195,-0.014862491844475946,0.1120525919256586,0.9107817067726159,0.9998960276301339,driver_antagonize,HNF4A
NFE2L1 KD human GSE50588 sample 2804,0.2629085384118794,1.5423885102893304,0.1229792119375147,0.9546533596583987,brake_agonize,NFE2L1
Ahnak KO mouse GSE37218 sample 2510,-0.0860184928169474,-0.29269536338108487,0.7697550142536417,0.9998960276301339,driver_antagonize,AHNAK
Pitx2 KO mouse GSE50399 sample 3060,-0.014862491844475946,0.09826130392111437,0.9217248044342226,0.9998960276301339,driver_antagonize,PITX2
UBB KO mouse GSE27568 sample 519,-0.014862491844475946,0.1903173282679712,0.8490604758102169,0.9998960276301339,driver_antagonize,UBB
Wfs1 KO mouse GSE15293 sample 1679,0.08111571384043517,0.5225060870071152,0.6013180094323689,0.9998960276301339,brake_agonize,WFS1
PPARGC1A KD human GSE36879 sample 2869,-0.014862491844475946,-0.06573823958261714,0.9475862274593256,0.9998960276301339,driver_antagonize,PPARGC1A
Nfe2l2 KO mouse GSE48879 sample 2834,0.12830313730095935,0.78437256824171,0.4328215297121183,0.9998960276301339,brake_agonize,NFE2L2
PTEN DELETION human GSE6263 sample 86,-0.014862491844475946,-0.2194493723832691,0.8263000135842912,0.9998960276301339,driver_antagonize,PTEN
Hivep2 KO mouse GSE41307 sample 3094,-0.014862491844475946,-0.23545062990890883,0.8138589933797903,0.9998960276301339,driver_antagonize,HIVEP2
Ring1 KO mouse GSE23033 sample 1763,-0.15107889757068318,-0.8892015249119012,0.3738947834412524,0.9998960276301339,driver_antagonize,RING1
Gata4 KO mouse GSE66016 sample 2656,-0.014862491844475946,-0.1276683986192119,0.8984113996453074,0.9998960276301339,driver_antagonize,GATA4
Mecom KO mouse GSE11557 sample 581,-0.014862491844475946,0.24714564562734379,0.8047955090615196,0.9998960276301339,driver_antagonize,MECOM
Dicer1 KO mouse GSE7141 sample 1812,-0.014862491844475946,-0.14573175095929,0.8841331553021424,0.9998960276301339,driver_antagonize,DICER1
AGO1 KD human GSE42600 sample 1802,0.045700372609479185,0.38020464120733943,0.7037935143030325,0.9998960276301339,brake_agonize,AGO1
PIR KD human GSE17551 sample 2756,-0.014862491844475946,-0.028277436444780167,0.9774408765113006,0.9998960276301339,driver_antagonize,PIR
Snca KO mouse GSE19534 sample 472,0.04079132130242546,0.3154160963140287,0.7524457470309028,0.9998960276301339,brake_agonize,SNCA
Dnajc7 KO mouse GSE56557 sample 2443,-0.014862491844475946,-0.4144904657775705,0.6785149480481429,0.9998960276301339,driver_antagonize,DNAJC7
FH KD human GSE2725 sample 1517,-0.014862491844475946,-0.12911233521910034,0.8972687616131654,0.9998960276301339,driver_antagonize,FH
Pink1 KO mouse GSE60413 sample 2271,-0.014862491844475946,0.010058081775778533,0.9919749471491325,0.9998960276301339,driver_antagonize,PINK1
Fosl1 KO mouse GSE43695 sample 430,0.6449964414668184,3.734952150133826,0.00018775088216021357,0.009346495547266236,brake_agonize,FOSL1
NRAS DEPLETION - siRNA siMut12 human GSE12445 sample 1027,-0.014862491844475946,-0.10430928569643498,0.9169239091937018,0.9998960276301339,driver_antagonize,NRAS
Wfs1 KO mouse GSE33372 sample 831,0.3607156169177456,2.5977691677145303,0.009383154742502045,0.1851271070817971,brake_agonize,WFS1
Srf KO mouse GSE7412 sample 1238,-0.044331639296036555,-0.4748300462584763,0.6349081152082489,0.9998960276301339,driver_antagonize,SRF
ZMPSTE24 KD human GSE41799 sample 3020,0.051199136883951724,0.4562497587328186,0.6482103877483998,0.9998960276301339,brake_agonize,ZMPSTE24
Hdac6 KO mouse GSE27896 sample 399,-0.0022846922722899103,-0.01896742443586288,0.9848670922670628,0.9998960276301339,driver_antagonize,HDAC6
ZXDC KD human GSE45417 sample 885,-0.33106644871771673,-1.8268227425692736,0.06772642525871657,0.6976797581505194,driver_antagonize,ZXDC
Foxo1 KO mouse GSE36948 sample 2493,-0.1959623024820096,-1.1919977740058454,0.2332621180963641,0.9998960276301339,driver_antagonize,FOXO1
POU5F1 KD human GSE21135 sample 1328,-0.07542535799174485,-0.6908155966220579,0.48968143290360067,0.9998960276301339,driver_antagonize,POU5F1
FOXP1 KD human GSE51382 sample 2764,0.10687715804670006,0.9236343055195475,0.355676746396129,0.9998960276301339,brake_agonize,FOXP1
Ep300 KD mouse GSE47989 sample 1050,-0.12466888782695275,-0.9180395633313219,0.3585981534876739,0.9998960276301339,driver_antagonize,EP300
ETS2 KD human GSE43459 sample 34,-0.15986775709527798,-0.9753923929816084,0.3293656555804786,0.9998960276301339,driver_antagonize,ETS2
Snai1 KO mouse GSE53107 sample 1448,-0.014862491844475946,-0.27075378764091873,0.7865804047470085,0.9998960276301339,driver_antagonize,SNAI1
TGFB1I1 KD human GSE46448 sample 1210,-0.014862491844475946,-0.020021117675612172,0.9840265264719803,0.9998960276301339,driver_antagonize,TGFB1I1
CDH11 KD human GSE14943 sample 2696,0.051199136883951724,0.0037941496934474636,0.9969727138014778,0.9998960276301339,brake_agonize,CDH11
HSF1 KD human GSE3697 sample 781,-0.014862491844475946,0.21954407108456256,0.826226253366808,0.9998960276301339,driver_antagonize,HSF1
Irs2 KO mouse GSE2556 sample 2538,-0.08700863658238879,-0.9177728756659144,0.35873778556080593,0.9998960276301339,driver_antagonize,IRS2
Prkcz KO mouse GSE29145 sample 1093,-0.13650394625834783,-0.6306683877926097,0.5282573729449827,0.9998960276301339,driver_antagonize,PRKCZ
CLDN1 KD human GSE32254 sample 3035,0.051199136883951724,0.5002474824497386,0.616900828255808,0.9998960276301339,brake_agonize,CLDN1
Ghrh KO mouse GSE51108 sample 2390,0.045700372609479185,0.26840678696972237,0.7883862158794825,0.9998960276301339,brake_agonize,GHRH
NET1 KD human GSE26309 sample 464,-0.03921565152069723,-0.45152530626750437,0.6516109902991465,0.9998960276301339,driver_antagonize,NET1
Jun KO mouse GSE27028 sample 321,-0.1616631313967942,-1.0254688516419364,0.30514201532463536,0.9998960276301339,driver_antagonize,JUN
Rif1 KD mouse GSE55129 sample 1224,-0.014862491844475946,-0.11194513569114528,0.910866908390082,0.9998960276301339,driver_antagonize,RIF1
Tusc2 KD mouse GSE36153 sample 2535,-0.014862491844475946,-0.005531806481679312,0.9955862795255542,0.9998960276301339,driver_antagonize,TUSC2
TGM2 KD human GSE23702 sample 743,-0.33127359564373776,-2.1167488389819793,0.03428116947009517,0.4716790955296153,driver_antagonize,TGM2
PPRC1 DEPLETION human GSE14428 sample 123,0.10923827755984596,0.8533378076164055,0.3934719995213163,0.9998960276301339,brake_agonize,PPRC1
Nr1i2 KO mouse GSE23780 sample 2165,0.17671979894988576,1.147473853014602,0.25118583348901335,0.9998960276301339,brake_agonize,NR1I2
Pten KO mouse GSE64302 sample 2880,0.22684338395695455,1.3270088636733461,0.1845057506221084,0.9998960276301339,brake_agonize,PTEN
Mkl2 KO mouse GSE38316 sample 1761,-0.12494021451989697,-0.4888373858618235,0.6249568275589679,0.9998960276301339,driver_antagonize,MKL2
Adam10 KO mouse GSE25480 sample 982,-0.16388931752986868,-1.2786327749789599,0.20102640276941774,0.9998960276301339,driver_antagonize,ADAM10
RB1 KD human GSE50532 sample 651,0.10041123017965053,0.4091997325262728,0.6823930906691955,0.9998960276301339,brake_agonize,RB1
Gtf2i KO mouse GSE48790 sample 1452,-0.014862491844475946,-0.1516478864722139,0.8794646622116997,0.9998960276301339,driver_antagonize,GTF2I
S1pr3 KO mouse GSE7191 sample 2551,-0.014862491844475946,-0.14231574503814018,0.8868306103685516,0.9998960276301339,driver_antagonize,S1PR3
Egr1 KO mouse GSE16974 sample 552,-0.014862491844475946,-0.07933430117285152,0.9367667238817491,0.9998960276301339,driver_antagonize,EGR1
