target_gene,ensembl_id,direction,peak_condition,abs_emp_z,genetics_autoimmune,genetics_tier,primary_class,protein_classes,tractability_tier,suggested_modality,is_druggable,sm_clinical,sm_ligand,sm_pocket,sm_druggable_family,ab_clinical,ab_surface,n_drugs,drug_stages
MTRES1,ENSG00000130349,driver_antagonize,Stim8hr,3.6017945,0.0,none,,,unknown,undetermined,False,,,,,,,,
MTRF1L,ENSG00000112031,driver_antagonize,Stim48hr,3.3187954,0.0,none,,,unknown,undetermined,False,,,,,,,,
MTRR,ENSG00000124275,driver_antagonize,Stim48hr,3.2517118,0.4987784428123187,moderate,,,unknown,undetermined,False,,,,,,,,
MTX1,ENSG00000173171,brake_agonize,Stim48hr,4.4583488,0.5932999502760534,strong,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
MTX2,ENSG00000128654,driver_antagonize,Stim8hr,4.0397053,0.0,none,,,unknown,undetermined,False,,,,,,,,
MUC1,ENSG00000185499,brake_agonize,Stim8hr,3.0735147,0.251328100311136,moderate,,,unknown,undetermined,False,,,,,,,,
MUS81,ENSG00000172732,driver_antagonize,Stim48hr,3.4398,0.1851423211464112,weak,,,unknown,undetermined,False,,,,,,,,
MVB12B,ENSG00000196814,driver_antagonize,Stim48hr,3.8680112,0.0,none,,,unknown,undetermined,False,,,,,,,,
MXD1,ENSG00000059728,driver_antagonize,Stim8hr,4.5673103,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
MXD4,ENSG00000123933,driver_antagonize,Stim8hr,3.3764079,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
MYC,ENSG00000136997,brake_agonize,Stim8hr,3.427651,0.8063398972140502,strong,transcription_factor,transcription_factor,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
MYH10,ENSG00000133026,driver_antagonize,Stim8hr,3.2429788,0.0,none,,,unknown,undetermined,False,,,,,,,,
MYL12A,ENSG00000101608,brake_agonize,Rest,4.962745,0.0,none,,,unknown,undetermined,False,,,,,,,,
MYL12B,ENSG00000118680,brake_agonize,Rest,3.3320808,0.0,none,,,unknown,undetermined,False,,,,,,,,
MYO18A,ENSG00000196535,brake_agonize,Rest,12.143288,0.371,moderate,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
MYO1G,ENSG00000136286,driver_antagonize,Stim48hr,3.1328983,0.0,none,,,unknown,undetermined,False,,,,,,,,
MYO5A,ENSG00000197535,driver_antagonize,Stim48hr,3.5618143,0.0,none,,,unknown,undetermined,False,,,,,,,,
MYO9A,ENSG00000066933,driver_antagonize,Stim8hr,3.3054414,0.1001406341977179,weak,,,unknown,undetermined,False,,,,,,,,
MZF1,ENSG00000099326,driver_antagonize,Stim8hr,3.2751913,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
N4BP1,ENSG00000102921,driver_antagonize,Stim8hr,3.4838784,0.2896635432169236,moderate,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
N4BP2L1,ENSG00000139597,brake_agonize,Rest,3.3019838,0.0,none,,,unknown,undetermined,False,,,,,,,,
NAA16,ENSG00000172766,driver_antagonize,Stim8hr,3.8427134,0.0,none,,,unknown,undetermined,False,,,,,,,,
NAA25,ENSG00000111300,driver_antagonize,Stim48hr,3.3076262,0.5590462076041349,strong,,,unknown,undetermined,False,,,,,,,,
NAB1,ENSG00000138386,driver_antagonize,Stim8hr,3.819886,0.8818757213863923,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
NAF1,ENSG00000145414,brake_agonize,Stim8hr,5.628444,0.462,moderate,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
NAGA,ENSG00000198951,driver_antagonize,Stim48hr,3.46911,0.0,none,,,unknown,undetermined,False,,,,,,,,
NAP1L4,ENSG00000205531,driver_antagonize,Stim8hr,2.7726073,0.0,none,,,unknown,undetermined,False,,,,,,,,
NAT14,ENSG00000090971,driver_antagonize,Stim8hr,2.8682432,0.0,none,,,unknown,undetermined,False,,,,,,,,
NAXE,ENSG00000163382,driver_antagonize,Stim8hr,3.545814,0.0,none,,,unknown,undetermined,False,,,,,,,,
NCALD,ENSG00000104490,driver_antagonize,Rest,3.2725532,0.7559677522674986,strong,,,unknown,undetermined,False,,,,,,,,
NCAPG2,ENSG00000146918,brake_agonize,Rest,3.4293895,0.0,none,,,unknown,undetermined,False,,,,,,,,
NCEH1,ENSG00000144959,driver_antagonize,Stim8hr,2.7950373,0.0,none,,,unknown,undetermined,False,,,,,,,,
NCOA2,ENSG00000140396,driver_antagonize,Stim8hr,3.489354,0.4944224602671171,moderate,enzyme,enzyme;transcription_factor,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
NCOA3,ENSG00000124151,driver_antagonize,Stim8hr,4.0309525,0.0,none,enzyme,enzyme;transcription_factor,class_tractable_sm,small molecule,True,,,,,,,,
NCOA5,ENSG00000124160,brake_agonize,Stim48hr,3.8488488,0.3565924138763189,moderate,,,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
NCR3,ENSG00000204475,driver_antagonize,Rest,3.1648536,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDEL1,ENSG00000166579,brake_agonize,Stim8hr,2.78154,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDFIP2,ENSG00000102471,driver_antagonize,Stim8hr,2.9721506,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDOR1,ENSG00000188566,brake_agonize,Stim8hr,3.7238803,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDUFA12,ENSG00000184752,driver_antagonize,Stim8hr,3.4414907,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDUFA3,ENSG00000170906,driver_antagonize,Stim8hr,3.8729982,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDUFA5,ENSG00000128609,driver_antagonize,Stim48hr,2.9605591,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDUFAF5,ENSG00000101247,brake_agonize,Stim8hr,5.649729,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDUFB1,ENSG00000183648,driver_antagonize,Stim48hr,5.05778,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDUFB3,ENSG00000119013,brake_agonize,Rest,4.2948346,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDUFB9,ENSG00000147684,brake_agonize,Stim8hr,3.8513036,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDUFC2,ENSG00000151366,driver_antagonize,Stim48hr,2.9959807,0.0,none,,,unknown,undetermined,False,,,,,,,,
NDUFS2,ENSG00000158864,driver_antagonize,Stim8hr,4.375369,0.3497547703632267,moderate,,,clinical_precedent,small molecule,True,True,True,False,False,False,False,3.0,APPROVAL;PHASE_1_2
NDUFS8,ENSG00000110717,driver_antagonize,Stim8hr,4.4736404,0.0,none,,,unknown,undetermined,False,,,,,,,,
NECAB3,ENSG00000125967,driver_antagonize,Rest,3.5193257,0.0,none,,,unknown,undetermined,False,,,,,,,,
NECAP1,ENSG00000089818,driver_antagonize,Stim48hr,3.1931095,0.0,none,,,unknown,undetermined,False,,,,,,,,
NECTIN3,ENSG00000177707,driver_antagonize,Stim48hr,3.4984457,0.0,none,,,unknown,undetermined,False,,,,,,,,
NEIL2,ENSG00000154328,driver_antagonize,Rest,3.255012,0.0,none,,,unknown,undetermined,False,,,,,,,,
NEIL3,ENSG00000109674,driver_antagonize,Rest,3.1463463,0.0,none,,,unknown,undetermined,False,,,,,,,,
NEK3,ENSG00000136098,driver_antagonize,Stim8hr,4.492273,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
NEK4,ENSG00000114904,driver_antagonize,Stim8hr,4.588304,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
NEK6,ENSG00000119408,driver_antagonize,Stim8hr,4.085429,0.8055889245771162,strong,kinase,kinase,sm_tractable,small molecule,True,False,True,False,True,False,False,0.0,
NELFCD,ENSG00000101158,brake_agonize,Stim8hr,2.8733985,0.0,none,,,unknown,undetermined,False,,,,,,,,
NEURL1,ENSG00000107954,brake_agonize,Stim8hr,3.7181826,0.326694035654227,moderate,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
NEURL4,ENSG00000215041,driver_antagonize,Stim8hr,3.0961301,0.3981450865697808,moderate,,,unknown,undetermined,False,,,,,,,,
NF1,ENSG00000196712,driver_antagonize,Stim8hr,4.3731136,0.769,strong,,,sm_tractable,small molecule,True,False,True,True,False,False,True,0.0,
NFAT5,ENSG00000102908,driver_antagonize,Stim8hr,3.8716238,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
NFATC2IP,ENSG00000176953,brake_agonize,Stim8hr,2.8988483,0.0,none,,,unknown,undetermined,False,,,,,,,,
NFE2L2,ENSG00000116044,brake_agonize,Rest,4.1849155,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
NFKB1,ENSG00000109320,driver_antagonize,Stim48hr,3.0898013,0.7873701228296212,strong,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
NGLY1,ENSG00000151092,driver_antagonize,Stim48hr,3.136509,0.0,none,,,unknown,undetermined,False,,,,,,,,
NIBAN1,ENSG00000135842,brake_agonize,Stim8hr,3.7851477,0.0,none,,,unknown,undetermined,False,,,,,,,,
NIF3L1,ENSG00000196290,driver_antagonize,Stim48hr,3.7309868,0.328634083792155,moderate,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
NINJ1,ENSG00000131669,driver_antagonize,Rest,3.1080513,0.0,none,,,unknown,undetermined,False,,,,,,,,
NIP7,ENSG00000132603,brake_agonize,Stim8hr,3.0087268,0.0,none,,,unknown,undetermined,False,,,,,,,,
NIPA1,ENSG00000170113,driver_antagonize,Stim48hr,3.1564069,0.0,none,transporter,transporter,class_tractable_sm,small molecule,True,,,,,,,,
NIPBL,ENSG00000164190,brake_agonize,Stim8hr,2.7189252,0.0,none,,,unknown,undetermined,False,,,,,,,,
NKG7,ENSG00000105374,driver_antagonize,Stim8hr,2.7343636,0.0,none,,,unknown,undetermined,False,,,,,,,,
NKTR,ENSG00000114857,driver_antagonize,Stim8hr,3.3929565,0.0,none,,,unknown,undetermined,False,,,,,,,,
NMB,ENSG00000197696,driver_antagonize,Stim8hr,3.0802934,0.0,none,cytokine,cytokine,class_tractable_bio,biologic (secreted),True,,,,,,,,
NOCT,ENSG00000151014,driver_antagonize,Rest,3.6665769,0.0,none,,,unknown,undetermined,False,,,,,,,,
NOD1,ENSG00000106100,driver_antagonize,Stim8hr,3.3974147,0.0,none,catalytic_receptor,catalytic_receptor,class_tractable_sm,antibody/biologic (surface),True,,,,,,,,
NOL7,ENSG00000225921,brake_agonize,Stim8hr,2.932404,0.0,none,,,unknown,undetermined,False,,,,,,,,
NOSIP,ENSG00000142546,brake_agonize,Stim48hr,3.1187677,0.0,none,,,unknown,undetermined,False,,,,,,,,
NPAS2,ENSG00000170485,brake_agonize,Stim48hr,3.0574934,0.7493139069660278,strong,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
NPEPPS,ENSG00000141279,driver_antagonize,Stim48hr,3.8578525,0.4739697167868436,moderate,enzyme,enzyme,clinical_precedent,small molecule,True,True,True,False,False,False,False,1.0,PHASE_2
NPL,ENSG00000135838,driver_antagonize,Stim8hr,3.5818598,0.0,none,,,unknown,undetermined,False,,,,,,,,
NPLOC4,ENSG00000182446,brake_agonize,Stim8hr,3.3934948,0.0,none,,,unknown,undetermined,False,,,,,,,,
NPM3,ENSG00000107833,driver_antagonize,Rest,3.0498,0.0,none,,,unknown,undetermined,False,,,,,,,,
NPTX1,ENSG00000171246,driver_antagonize,Stim48hr,3.0929134,0.0,none,,,unknown,undetermined,False,,,,,,,,
NR2C1,ENSG00000120798,brake_agonize,Rest,3.777137,0.0,none,nuclear_receptor,nuclear_receptor;transcription_factor,class_tractable_sm,small molecule,True,,,,,,,,
NR2C2AP,ENSG00000184162,brake_agonize,Stim48hr,2.896307,0.0,none,,,unknown,undetermined,False,,,,,,,,
NR3C1,ENSG00000113580,driver_antagonize,Stim8hr,2.9599211,0.5295697338866425,strong,nuclear_receptor,nuclear_receptor;transcription_factor,class_tractable_sm,small molecule,True,,,,,,,,
NRBP1,ENSG00000115216,driver_antagonize,Rest,3.5730166,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
NRM,ENSG00000137404,driver_antagonize,Rest,3.3668432,0.0,none,,,unknown,undetermined,False,,,,,,,,
NRN1,ENSG00000124785,brake_agonize,Stim8hr,3.156143,0.0,none,,,unknown,undetermined,False,,,,,,,,
NRP2,ENSG00000118257,driver_antagonize,Stim48hr,4.091362,0.0,none,,,unknown,undetermined,False,,,,,,,,
NSD3,ENSG00000147548,driver_antagonize,Stim8hr,3.3750787,0.0,none,,,unknown,undetermined,False,,,,,,,,
NSMAF,ENSG00000035681,driver_antagonize,Stim8hr,3.3688366,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
NSUN3,ENSG00000178694,driver_antagonize,Rest,3.2121637,0.0,none,,,unknown,undetermined,False,,,,,,,,
NSUN5,ENSG00000130305,brake_agonize,Stim8hr,2.8664868,0.0,none,,,unknown,undetermined,False,,,,,,,,
NT5M,ENSG00000205309,driver_antagonize,Stim8hr,2.8763509,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
NTPCR,ENSG00000135778,brake_agonize,Rest,4.0127215,0.0,none,,,unknown,undetermined,False,,,,,,,,
NUAK2,ENSG00000163545,brake_agonize,Rest,3.5381188,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
NUDT11,ENSG00000196368,driver_antagonize,Stim48hr,5.172639,0.0,none,,,unknown,undetermined,False,,,,,,,,
NUDT16L1,ENSG00000168101,driver_antagonize,Stim8hr,2.8893666,0.0,none,,,unknown,undetermined,False,,,,,,,,
NUDT17,ENSG00000186364,driver_antagonize,Stim48hr,3.3819818,0.0,none,,,unknown,undetermined,False,,,,,,,,
NUDT3,ENSG00000272325,driver_antagonize,Stim8hr,3.8221824,0.6449268085819837,strong,,,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
NUDT5,ENSG00000165609,driver_antagonize,Stim8hr,2.8830793,0.0,none,,,unknown,undetermined,False,,,,,,,,
NUP210,ENSG00000132182,brake_agonize,Stim48hr,2.8893368,0.0,none,,,unknown,undetermined,False,,,,,,,,
NUP37,ENSG00000075188,driver_antagonize,Stim8hr,2.947388,0.0,none,,,unknown,undetermined,False,,,,,,,,
OASL,ENSG00000135114,driver_antagonize,Stim48hr,3.4377666,0.0,none,,,unknown,undetermined,False,,,,,,,,
OAZ1,ENSG00000104904,driver_antagonize,Stim8hr,3.995982,0.0,none,,,unknown,undetermined,False,,,,,,,,
OBSCN,ENSG00000154358,driver_antagonize,Stim8hr,3.4379163,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
OCIAD2,ENSG00000145247,driver_antagonize,Stim8hr,3.8742077,0.0,none,,,unknown,undetermined,False,,,,,,,,
OFD1,ENSG00000046651,driver_antagonize,Stim48hr,4.5555367,0.0,none,,,unknown,undetermined,False,,,,,,,,
OGG1,ENSG00000114026,driver_antagonize,Rest,3.3347437,0.0,none,,,unknown,undetermined,False,,,,,,,,
OPTN,ENSG00000123240,driver_antagonize,Stim8hr,4.656855,0.0,none,,,unknown,undetermined,False,,,,,,,,
ORC4,ENSG00000115947,driver_antagonize,Stim48hr,4.4306827,0.0,none,,,unknown,undetermined,False,,,,,,,,
ORMDL2,ENSG00000123353,driver_antagonize,Rest,3.0671775,0.0,none,,,unknown,undetermined,False,,,,,,,,
OS9,ENSG00000135506,driver_antagonize,Stim8hr,3.9483967,0.4733319387828243,moderate,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
OSBPL10,ENSG00000144645,driver_antagonize,Stim48hr,3.000337,0.0,none,,,unknown,undetermined,False,,,,,,,,
OSGEPL1,ENSG00000128694,driver_antagonize,Stim48hr,3.0624366,0.0,none,,,unknown,undetermined,False,,,,,,,,
OSTC,ENSG00000198856,driver_antagonize,Stim8hr,3.2025247,0.0,none,,,unknown,undetermined,False,,,,,,,,
OTUB1,ENSG00000167770,brake_agonize,Stim8hr,3.4816272,0.0,none,,,unknown,undetermined,False,,,,,,,,
OTUD1,ENSG00000165312,brake_agonize,Stim8hr,3.6940098,0.0,none,,,unknown,undetermined,False,,,,,,,,
OTUD5,ENSG00000068308,driver_antagonize,Stim8hr,4.2968016,0.0,none,,,unknown,undetermined,False,,,,,,,,
OTUD7B,ENSG00000264522,driver_antagonize,Stim8hr,3.3314106,0.0,none,,,unknown,undetermined,False,,,,,,,,
OXSR1,ENSG00000172939,brake_agonize,Rest,3.3246167,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
P2RX7,ENSG00000089041,brake_agonize,Stim8hr,4.5627027,0.0,none,ion_channel,ion_channel,class_tractable_sm,small molecule,True,,,,,,,,
P3H1,ENSG00000117385,driver_antagonize,Stim8hr,4.4981527,0.0,none,,,unknown,undetermined,False,,,,,,,,
P4HTM,ENSG00000178467,driver_antagonize,Stim48hr,3.4266021,0.0,none,,,unknown,undetermined,False,,,,,,,,
PAAF1,ENSG00000175575,driver_antagonize,Stim8hr,3.3763006,0.0,none,,,unknown,undetermined,False,,,,,,,,
PABPC1L,ENSG00000101104,driver_antagonize,Stim48hr,3.415576,0.0,none,,,unknown,undetermined,False,,,,,,,,
PAGR1,ENSG00000280789,driver_antagonize,Stim8hr,3.166883,0.0,none,,,unknown,undetermined,False,,,,,,,,
PAIP2,ENSG00000120727,driver_antagonize,Stim8hr,3.1615674,0.0,none,,,unknown,undetermined,False,,,,,,,,
PAK2,ENSG00000180370,driver_antagonize,Stim48hr,3.8662372,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
PALS1,ENSG00000072415,driver_antagonize,Stim8hr,2.9272926,0.0,none,,,unknown,undetermined,False,,,,,,,,
PANX2,ENSG00000073150,driver_antagonize,Stim8hr,3.9954007,0.0,none,,,unknown,undetermined,False,,,,,,,,
PAQR7,ENSG00000182749,driver_antagonize,Rest,3.8022969,0.0,none,,,unknown,undetermined,False,,,,,,,,
PARD6B,ENSG00000124171,brake_agonize,Stim8hr,2.7220588,0.0,none,,,unknown,undetermined,False,,,,,,,,
PARP11,ENSG00000111224,driver_antagonize,Stim48hr,2.887598,0.0,none,,,unknown,undetermined,False,,,,,,,,
PARP16,ENSG00000138617,driver_antagonize,Stim48hr,3.063804,0.0,none,,,unknown,undetermined,False,,,,,,,,
PARP2,ENSG00000129484,brake_agonize,Stim8hr,2.904174,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PARP8,ENSG00000151883,driver_antagonize,Stim48hr,4.0767765,0.2204461894373767,weak,,,sm_tractable,small molecule,True,False,True,False,False,False,False,0.0,
PAWR,ENSG00000177425,driver_antagonize,Stim48hr,3.5196931,0.0,none,GPCR,GPCR,class_tractable_sm,small molecule,True,,,,,,,,
PCBP1,ENSG00000169564,brake_agonize,Stim48hr,3.7844229,0.0,none,,,unknown,undetermined,False,,,,,,,,
PCBP4,ENSG00000090097,driver_antagonize,Stim48hr,4.535359,0.0,none,,,unknown,undetermined,False,,,,,,,,
PCGF1,ENSG00000115289,driver_antagonize,Stim8hr,2.9847898,0.0,none,,,unknown,undetermined,False,,,,,,,,
PCGF2,ENSG00000277258,driver_antagonize,Stim8hr,3.782413,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
PCIF1,ENSG00000100982,brake_agonize,Stim8hr,3.097641,0.0,none,,,unknown,undetermined,False,,,,,,,,
PCMTD1,ENSG00000168300,driver_antagonize,Stim8hr,3.187216,0.270712140489625,moderate,,,unknown,undetermined,False,,,,,,,,
PCSK7,ENSG00000160613,driver_antagonize,Stim8hr,3.1078994,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PCYT2,ENSG00000185813,brake_agonize,Stim48hr,3.004111,0.0,none,,,unknown,undetermined,False,,,,,,,,
PDCD2L,ENSG00000126249,brake_agonize,Rest,4.006647,0.0,none,,,unknown,undetermined,False,,,,,,,,
PDCD5,ENSG00000105185,driver_antagonize,Rest,3.1560533,0.4800099644679736,moderate,,,unknown,undetermined,False,,,,,,,,
PDE6B,ENSG00000133256,driver_antagonize,Stim48hr,2.9802382,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PDE6D,ENSG00000156973,driver_antagonize,Stim48hr,3.5679274,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PDE6G,ENSG00000185527,driver_antagonize,Stim8hr,3.4333086,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PDE7B,ENSG00000171408,driver_antagonize,Stim8hr,4.155165,0.53599381374277,strong,enzyme,enzyme,clinical_precedent,small molecule,True,True,True,False,True,False,False,4.0,APPROVAL
PDIA3,ENSG00000167004,driver_antagonize,Stim8hr,2.7575264,0.2691642452414534,moderate,,,unknown,undetermined,False,,,,,,,,
PDIA4,ENSG00000155660,driver_antagonize,Stim8hr,2.9440734,0.0,none,,,unknown,undetermined,False,,,,,,,,
PDLIM2,ENSG00000120913,brake_agonize,Stim8hr,3.797635,0.0,none,,,unknown,undetermined,False,,,,,,,,
PDLIM5,ENSG00000163110,driver_antagonize,Stim8hr,3.3164723,0.0,none,,,unknown,undetermined,False,,,,,,,,
PDP2,ENSG00000172840,driver_antagonize,Stim8hr,4.131507,0.3485957850411636,moderate,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
PDSS2,ENSG00000164494,brake_agonize,Stim8hr,4.218199,0.0,none,,,unknown,undetermined,False,,,,,,,,
PDXP,ENSG00000241360,driver_antagonize,Stim48hr,3.2008839,0.0,none,,,unknown,undetermined,False,,,,,,,,
PEA15,ENSG00000162734,driver_antagonize,Stim48hr,3.2210803,0.0,none,,,unknown,undetermined,False,,,,,,,,
PECAM1,ENSG00000261371,driver_antagonize,Stim48hr,4.2763505,0.0,none,,,unknown,undetermined,False,,,,,,,,
PELI2,ENSG00000139946,brake_agonize,Rest,5.968551,0.5262820249853171,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
PEMT,ENSG00000133027,driver_antagonize,Stim8hr,5.364548,0.0,none,,,unknown,undetermined,False,,,,,,,,
PEPD,ENSG00000124299,driver_antagonize,Stim48hr,3.9811363,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PEX11G,ENSG00000104883,brake_agonize,Rest,3.2071626,0.0,none,,,unknown,undetermined,False,,,,,,,,
PEX19,ENSG00000162735,brake_agonize,Stim8hr,4.7985163,0.0,none,,,unknown,undetermined,False,,,,,,,,
PFDN1,ENSG00000113068,driver_antagonize,Stim48hr,4.263338,0.0,none,,,unknown,undetermined,False,,,,,,,,
PFDN5,ENSG00000123349,driver_antagonize,Stim48hr,3.037595,0.0,none,,,unknown,undetermined,False,,,,,,,,
PFKM,ENSG00000152556,brake_agonize,Rest,7.7216086,0.0,none,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
PGAM1,ENSG00000171314,driver_antagonize,Stim48hr,3.4743452,0.0,none,,,unknown,undetermined,False,,,,,,,,
PGBD2,ENSG00000185220,driver_antagonize,Stim8hr,3.0941787,0.0,none,,,unknown,undetermined,False,,,,,,,,
PGGHG,ENSG00000142102,driver_antagonize,Stim8hr,3.3321288,0.0,none,,,unknown,undetermined,False,,,,,,,,
PGK1,ENSG00000102144,driver_antagonize,Stim8hr,3.066263,0.0,none,,,unknown,undetermined,False,,,,,,,,
PGRMC2,ENSG00000164040,driver_antagonize,Stim8hr,3.1579654,0.4467987086190741,moderate,,,unknown,undetermined,False,,,,,,,,
PGS1,ENSG00000087157,driver_antagonize,Stim8hr,6.969342,0.0,none,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
PHAF1,ENSG00000125149,driver_antagonize,Stim8hr,3.7793362,0.0,none,,,unknown,undetermined,False,,,,,,,,
PHC2,ENSG00000134686,driver_antagonize,Stim8hr,2.824272,0.0,none,,,unknown,undetermined,False,,,,,,,,
PHF11,ENSG00000136147,driver_antagonize,Stim8hr,3.0056252,0.0,none,,,unknown,undetermined,False,,,,,,,,
PHF2,ENSG00000197724,driver_antagonize,Stim8hr,3.4989667,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PHLDA3,ENSG00000174307,driver_antagonize,Stim48hr,3.987484,0.0,none,,,unknown,undetermined,False,,,,,,,,
PHLPP2,ENSG00000040199,brake_agonize,Stim8hr,3.5831256,0.0,none,,,unknown,undetermined,False,,,,,,,,
PHOSPHO2,ENSG00000144362,brake_agonize,Stim8hr,4.5719886,0.0,none,,,unknown,undetermined,False,,,,,,,,
PHRF1,ENSG00000070047,driver_antagonize,Stim8hr,3.0991879,0.1986128942981632,weak,,,unknown,undetermined,False,,,,,,,,
PHTF1,ENSG00000116793,brake_agonize,Stim8hr,2.9409418,0.7798079667511278,strong,,,unknown,undetermined,False,,,,,,,,
PIAS1,ENSG00000033800,brake_agonize,Stim8hr,3.0697277,0.0,none,,,unknown,undetermined,False,,,,,,,,
PIAS3,ENSG00000131788,driver_antagonize,Stim8hr,5.571702,0.0,none,,,unknown,undetermined,False,,,,,,,,
PIDD1,ENSG00000177595,brake_agonize,Stim48hr,4.7088256,0.0,none,,,unknown,undetermined,False,,,,,,,,
PIGU,ENSG00000101464,brake_agonize,Stim48hr,3.4652948,0.0,none,,,unknown,undetermined,False,,,,,,,,
PIGV,ENSG00000060642,brake_agonize,Stim8hr,2.8816977,0.0,none,,,unknown,undetermined,False,,,,,,,,
PIK3C2B,ENSG00000133056,driver_antagonize,Stim8hr,2.9029684,0.4070794908639161,moderate,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PIK3C3,ENSG00000078142,brake_agonize,Stim48hr,3.8063512,0.5370239449920692,strong,enzyme,enzyme,sm_tractable,small molecule,True,False,True,True,True,False,True,0.0,
PIK3IP1,ENSG00000100100,driver_antagonize,Rest,3.734107,0.0,none,,,unknown,undetermined,False,,,,,,,,
PIK3R2,ENSG00000105647,driver_antagonize,Stim8hr,2.8430042,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PIMREG,ENSG00000129195,driver_antagonize,Stim8hr,3.3119724,0.0,none,,,unknown,undetermined,False,,,,,,,,
PIP4K2B,ENSG00000276293,driver_antagonize,Stim8hr,4.583658,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PIP4P2,ENSG00000155099,driver_antagonize,Stim8hr,2.904169,0.0,none,,,unknown,undetermined,False,,,,,,,,
PIP5K1A,ENSG00000143398,driver_antagonize,Stim48hr,4.0613136,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
PITHD1,ENSG00000057757,driver_antagonize,Stim48hr,2.9012892,0.0,none,,,unknown,undetermined,False,,,,,,,,
PITPNA,ENSG00000174238,brake_agonize,Stim8hr,3.2378411,0.0,none,,,unknown,undetermined,False,,,,,,,,
PKN1,ENSG00000123143,brake_agonize,Rest,3.471968,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
PLA2G12A,ENSG00000123739,driver_antagonize,Stim48hr,2.9612157,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
