target_gene,ensembl_id,direction,peak_condition,abs_emp_z,genetics_autoimmune,genetics_tier,primary_class,protein_classes,tractability_tier,suggested_modality,is_druggable,sm_clinical,sm_ligand,sm_pocket,sm_druggable_family,ab_clinical,ab_surface,n_drugs,drug_stages
HEATR5A,ENSG00000129493,brake_agonize,Rest,3.1218684,0.0,none,,,unknown,undetermined,False,,,,,,,,
HECTD1,ENSG00000092148,driver_antagonize,Stim48hr,3.906135,0.0,none,,,unknown,undetermined,False,,,,,,,,
HELZ,ENSG00000198265,driver_antagonize,Stim48hr,3.1202261,0.5132597766792943,strong,,,unknown,undetermined,False,,,,,,,,
HERPUD2,ENSG00000122557,driver_antagonize,Stim48hr,3.6985855,0.0,none,,,unknown,undetermined,False,,,,,,,,
HEXB,ENSG00000049860,driver_antagonize,Stim8hr,3.095251,0.0,none,,,unknown,undetermined,False,,,,,,,,
HEXIM2,ENSG00000168517,driver_antagonize,Stim8hr,3.201758,0.0,none,,,unknown,undetermined,False,,,,,,,,
HGSNAT,ENSG00000165102,driver_antagonize,Stim8hr,3.1646929,0.0,none,,,unknown,undetermined,False,,,,,,,,
HIC2,ENSG00000169635,driver_antagonize,Rest,4.1402216,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
HIP1R,ENSG00000130787,brake_agonize,Stim48hr,5.3721223,0.0,none,,,unknown,undetermined,False,,,,,,,,
HIPK1,ENSG00000163349,driver_antagonize,Stim8hr,3.0688505,0.5816533118464949,strong,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
HK1,ENSG00000156515,brake_agonize,Stim8hr,2.9063756,0.0,none,,,unknown,undetermined,False,,,,,,,,
HLTF,ENSG00000071794,driver_antagonize,Stim48hr,4.474428,0.0,none,,,unknown,undetermined,False,,,,,,,,
HM13,ENSG00000101294,driver_antagonize,Rest,4.4601507,0.0,none,,,unknown,undetermined,False,,,,,,,,
HMG20A,ENSG00000140382,brake_agonize,Rest,4.4895806,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
HMGXB3,ENSG00000113716,driver_antagonize,Stim48hr,5.08606,0.0,none,,,unknown,undetermined,False,,,,,,,,
HNF1B,ENSG00000275410,brake_agonize,Stim48hr,3.175982,0.9282106246672605,strong,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
HNRNPM,ENSG00000099783,driver_antagonize,Stim48hr,3.6039398,0.0,none,,,unknown,undetermined,False,,,,,,,,
HNRNPUL2,ENSG00000214753,driver_antagonize,Stim48hr,3.6931462,0.0,none,,,unknown,undetermined,False,,,,,,,,
HPCAL1,ENSG00000115756,driver_antagonize,Stim48hr,3.1169515,0.0,none,,,unknown,undetermined,False,,,,,,,,
HPF1,ENSG00000056050,driver_antagonize,Rest,3.8568425,0.0,none,,,unknown,undetermined,False,,,,,,,,
HPS3,ENSG00000163755,driver_antagonize,Stim8hr,2.824649,0.0,none,,,unknown,undetermined,False,,,,,,,,
HPS5,ENSG00000110756,driver_antagonize,Stim8hr,3.1431713,0.173692129777012,weak,,,unknown,undetermined,False,,,,,,,,
HPS6,ENSG00000166189,driver_antagonize,Stim48hr,4.3662252,0.0,none,,,unknown,undetermined,False,,,,,,,,
HRAS,ENSG00000174775,driver_antagonize,Stim8hr,3.8279407,0.683,strong,enzyme,enzyme,clinical_precedent,small molecule,True,True,True,True,True,False,True,1.0,PHASE_2
HS1BP3,ENSG00000118960,driver_antagonize,Stim8hr,3.5977938,0.0,none,,,unknown,undetermined,False,,,,,,,,
HS3ST3B1,ENSG00000125430,driver_antagonize,Stim8hr,4.3445473,0.0,none,,,unknown,undetermined,False,,,,,,,,
HSD11B1,ENSG00000117594,driver_antagonize,Stim8hr,3.8246646,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
HSD17B8,ENSG00000204228,brake_agonize,Stim8hr,2.9680607,0.0,none,,,unknown,undetermined,False,,,,,,,,
HSH2D,ENSG00000196684,driver_antagonize,Rest,3.1224546,0.0,none,,,unknown,undetermined,False,,,,,,,,
HSPA2,ENSG00000126803,brake_agonize,Stim8hr,2.8744907,0.0,none,,,unknown,undetermined,False,,,,,,,,
HSPA8,ENSG00000109971,brake_agonize,Stim8hr,3.7606013,0.0,none,,,unknown,undetermined,False,,,,,,,,
HTT,ENSG00000197386,driver_antagonize,Stim48hr,3.1556962,0.5296863511520485,strong,,,unknown,undetermined,False,,,,,,,,
HYLS1,ENSG00000198331,brake_agonize,Stim48hr,4.503636,0.0,none,,,unknown,undetermined,False,,,,,,,,
ICAM3,ENSG00000076662,brake_agonize,Rest,3.7545896,0.0,none,,,unknown,undetermined,False,,,,,,,,
IDH3A,ENSG00000166411,driver_antagonize,Stim48hr,3.0776234,0.0,none,,,unknown,undetermined,False,,,,,,,,
IDNK,ENSG00000148057,driver_antagonize,Stim48hr,2.9787095,0.0,none,,,unknown,undetermined,False,,,,,,,,
IER3IP1,ENSG00000134049,brake_agonize,Stim48hr,3.167311,0.2896635432169236,moderate,,,unknown,undetermined,False,,,,,,,,
IFI27L1,ENSG00000165948,brake_agonize,Stim8hr,4.0987573,0.0,none,,,unknown,undetermined,False,,,,,,,,
IFITM2,ENSG00000185201,driver_antagonize,Stim8hr,3.4738503,0.5112113756772085,strong,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
IFNG,ENSG00000111537,driver_antagonize,Stim8hr,3.9410307,0.5688273839642564,strong,cytokine,cytokine,clinical_precedent,biologic (secreted),True,False,True,True,False,True,True,3.0,APPROVAL;PHASE_1;PHASE_2
IFT20,ENSG00000109083,brake_agonize,Stim48hr,4.125899,0.0,none,,,unknown,undetermined,False,,,,,,,,
IFT43,ENSG00000119650,driver_antagonize,Stim8hr,2.7892125,0.0,none,,,unknown,undetermined,False,,,,,,,,
IFT57,ENSG00000114446,driver_antagonize,Rest,3.5472627,0.0,none,,,unknown,undetermined,False,,,,,,,,
IGF2BP3,ENSG00000136231,driver_antagonize,Stim8hr,2.7543423,0.0,none,,,unknown,undetermined,False,,,,,,,,
IGSF3,ENSG00000143061,driver_antagonize,Stim8hr,2.8135846,0.0,none,,,unknown,undetermined,False,,,,,,,,
IGSF8,ENSG00000162729,driver_antagonize,Stim8hr,3.1174006,0.0,none,,,unknown,undetermined,False,,,,,,,,
IKBIP,ENSG00000166130,driver_antagonize,Stim48hr,2.9630725,0.0,none,,,unknown,undetermined,False,,,,,,,,
IKBKE,ENSG00000263528,driver_antagonize,Rest,3.2070062,0.7950610155833502,strong,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
IKZF3,ENSG00000161405,brake_agonize,Stim8hr,3.23449,0.352865527835401,moderate,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
IKZF5,ENSG00000095574,brake_agonize,Stim48hr,4.3143997,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
IL10RB,ENSG00000243646,driver_antagonize,Stim48hr,4.2507105,0.8777499921976097,strong,catalytic_receptor,catalytic_receptor;cytokine_receptor,clinical_precedent,antibody/biologic (surface),True,False,False,False,False,False,True,3.0,PHASE_2;PHASE_3
IL15,ENSG00000164136,driver_antagonize,Stim8hr,2.9191043,0.0,none,cytokine,cytokine,class_tractable_bio,biologic (secreted),True,,,,,,,,
IL15RA,ENSG00000134470,driver_antagonize,Rest,3.2728124,0.1231647626897399,weak,catalytic_receptor,catalytic_receptor;cytokine_receptor,class_tractable_sm,antibody/biologic (surface),True,,,,,,,,
IL18R1,ENSG00000115604,driver_antagonize,Stim8hr,2.9810116,0.8538432367364134,strong,catalytic_receptor,catalytic_receptor;cytokine_receptor,class_tractable_sm,antibody/biologic (surface),True,,,,,,,,
IL18RAP,ENSG00000115607,driver_antagonize,Stim8hr,2.780695,0.8345198157310743,strong,cytokine_receptor,cytokine_receptor,class_tractable_bio,antibody/biologic (surface),True,,,,,,,,
IL1R1,ENSG00000115594,driver_antagonize,Stim8hr,2.7470546,0.7664882979513414,strong,catalytic_receptor,catalytic_receptor;cytokine_receptor,class_tractable_sm,antibody/biologic (surface),True,,,,,,,,
IL21R,ENSG00000103522,driver_antagonize,Rest,4.117666,0.9129483693425716,strong,catalytic_receptor,catalytic_receptor;cytokine_receptor,sm_tractable,antibody/biologic (surface),True,False,True,False,False,False,True,0.0,
IL22,ENSG00000127318,driver_antagonize,Stim8hr,2.9578865,0.0,none,cytokine,cytokine,class_tractable_bio,biologic (secreted),True,,,,,,,,
IL26,ENSG00000111536,brake_agonize,Stim8hr,3.2678382,0.0,none,cytokine,cytokine,class_tractable_bio,biologic (secreted),True,,,,,,,,
IL2RA,ENSG00000134460,driver_antagonize,Stim8hr,5.5164566,0.9028117061582344,strong,catalytic_receptor,catalytic_receptor;cytokine_receptor,clinical_precedent,antibody/biologic (surface),True,False,False,False,False,True,True,7.0,APPROVAL;PHASE_2;PHASE_3
IL32,ENSG00000008517,driver_antagonize,Stim48hr,2.9802077,0.0,none,cytokine,cytokine,class_tractable_bio,biologic (secreted),True,,,,,,,,
IL4R,ENSG00000077238,brake_agonize,Stim48hr,6.7257023,0.966457163026331,strong,catalytic_receptor,catalytic_receptor;cytokine_receptor,clinical_precedent,antibody/biologic (surface),True,False,False,False,False,True,True,2.0,APPROVAL;PHASE_3
IL6R,ENSG00000160712,driver_antagonize,Stim8hr,4.134153,0.906155696969496,strong,catalytic_receptor,catalytic_receptor;cytokine_receptor,clinical_precedent,antibody/biologic (surface),True,False,True,False,False,True,True,5.0,APPROVAL;PHASE_2
IMPACT,ENSG00000154059,driver_antagonize,Stim48hr,3.72063,0.0,none,,,unknown,undetermined,False,,,,,,,,
IMPDH2,ENSG00000178035,brake_agonize,Stim8hr,4.2585034,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
ING1,ENSG00000153487,brake_agonize,Stim8hr,3.5560598,0.3568380754033949,moderate,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
ING4,ENSG00000111653,driver_antagonize,Stim8hr,3.3609169,0.0,none,,,unknown,undetermined,False,,,,,,,,
INO80,ENSG00000128908,driver_antagonize,Stim48hr,4.306061,0.0,none,,,unknown,undetermined,False,,,,,,,,
INO80B,ENSG00000115274,brake_agonize,Rest,5.7124453,0.0,none,,,unknown,undetermined,False,,,,,,,,
INPP5B,ENSG00000204084,driver_antagonize,Stim48hr,3.1860876,0.7715712112862525,strong,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
INPP5D,ENSG00000168918,brake_agonize,Stim48hr,4.8130493,0.445,moderate,enzyme,enzyme,clinical_precedent,small molecule,True,True,True,False,False,False,True,1.0,PHASE_3
INSIG2,ENSG00000125629,driver_antagonize,Stim48hr,3.4040966,0.0,none,,,unknown,undetermined,False,,,,,,,,
INSL3,ENSG00000248099,driver_antagonize,Stim48hr,3.0731263,0.0,none,cytokine,cytokine,class_tractable_bio,biologic (secreted),True,,,,,,,,
INTS6,ENSG00000102786,brake_agonize,Stim48hr,3.2955587,0.0,none,,,unknown,undetermined,False,,,,,,,,
INTS6L,ENSG00000165359,driver_antagonize,Stim8hr,2.7755,0.0,none,,,unknown,undetermined,False,,,,,,,,
IQCG,ENSG00000114473,brake_agonize,Stim48hr,3.2910156,0.0,none,,,unknown,undetermined,False,,,,,,,,
IQGAP1,ENSG00000140575,brake_agonize,Stim8hr,3.0536015,0.2212629159769973,weak,,,unknown,undetermined,False,,,,,,,,
IQGAP2,ENSG00000145703,brake_agonize,Rest,4.3003716,0.0,none,,,unknown,undetermined,False,,,,,,,,
IRAK3,ENSG00000090376,brake_agonize,Rest,5.290348,0.3799567485072632,moderate,kinase,kinase,sm_tractable,small molecule,True,False,True,False,True,False,False,0.0,
IRF3,ENSG00000126456,driver_antagonize,Stim8hr,4.171645,0.7806446745763066,strong,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,False,False,False,False,False,False,0.0,
IRF7,ENSG00000185507,brake_agonize,Rest,3.5068552,0.523,strong,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,False,False,False,False,False,False,0.0,
IRF8,ENSG00000140968,brake_agonize,Stim8hr,5.646163,0.8108945232369611,strong,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,False,False,False,False,False,False,0.0,
ISL2,ENSG00000159556,driver_antagonize,Stim48hr,3.6240246,0.2486610957097828,weak,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,False,False,False,False,False,False,0.0,
ITFG1,ENSG00000129636,driver_antagonize,Stim8hr,3.0840259,0.4728935116801951,moderate,,,unknown,undetermined,False,,,,,,,,
ITGAL,ENSG00000005844,brake_agonize,Stim8hr,4.5958247,0.7017335607511022,strong,kinase,catalytic_receptor;kinase,clinical_precedent,small molecule,True,True,True,True,True,True,True,4.0,APPROVAL;UNKNOWN
ITGAM,ENSG00000169896,brake_agonize,Stim8hr,2.7806847,0.6332731628023576,strong,catalytic_receptor,catalytic_receptor,class_tractable_sm,antibody/biologic (surface),True,,,,,,,,
ITK,ENSG00000113263,driver_antagonize,Stim8hr,3.477363,0.766,strong,kinase,kinase,clinical_precedent,small molecule,True,True,True,True,True,False,False,4.0,APPROVAL
ITM2A,ENSG00000078596,brake_agonize,Rest,3.5503418,0.6373549942699175,strong,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
ITPRIPL2,ENSG00000205730,driver_antagonize,Stim48hr,3.829862,0.0,none,,,unknown,undetermined,False,,,,,,,,
JAK2,ENSG00000096968,driver_antagonize,Stim8hr,2.9031372,0.8856017885539482,strong,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
JAKMIP2,ENSG00000176049,driver_antagonize,Rest,3.8392806,0.0,none,,,unknown,undetermined,False,,,,,,,,
JMY,ENSG00000152409,driver_antagonize,Stim8hr,4.11522,0.0,none,,,unknown,undetermined,False,,,,,,,,
JOSD1,ENSG00000100221,brake_agonize,Stim8hr,3.0850558,0.0,none,,,unknown,undetermined,False,,,,,,,,
JUNB,ENSG00000171223,driver_antagonize,Stim8hr,4.3034835,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
KANK1,ENSG00000107104,brake_agonize,Stim48hr,4.6661367,0.0,none,,,unknown,undetermined,False,,,,,,,,
KAT14,ENSG00000149474,brake_agonize,Stim8hr,4.1209087,0.0,none,,,unknown,undetermined,False,,,,,,,,
KAT6B,ENSG00000156650,driver_antagonize,Stim8hr,2.7951303,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
KATNB1,ENSG00000140854,driver_antagonize,Rest,3.7029057,0.0,none,,,unknown,undetermined,False,,,,,,,,
KBTBD2,ENSG00000170852,brake_agonize,Rest,3.471044,0.0,none,,,unknown,undetermined,False,,,,,,,,
KBTBD3,ENSG00000182359,driver_antagonize,Stim48hr,3.5762186,0.0,none,,,unknown,undetermined,False,,,,,,,,
KCMF1,ENSG00000176407,driver_antagonize,Stim8hr,2.730358,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
KCNAB2,ENSG00000069424,driver_antagonize,Stim8hr,4.244459,0.0,none,,,unknown,undetermined,False,,,,,,,,
KCNC4,ENSG00000116396,driver_antagonize,Stim48hr,3.024845,0.0,none,ion_channel,ion_channel,class_tractable_sm,small molecule,True,,,,,,,,
KCNK5,ENSG00000164626,brake_agonize,Rest,3.2710202,0.0,none,ion_channel,ion_channel,class_tractable_sm,small molecule,True,,,,,,,,
KCNK6,ENSG00000099337,brake_agonize,Stim8hr,4.3826976,0.0,none,ion_channel,ion_channel,class_tractable_sm,small molecule,True,,,,,,,,
KCTD10,ENSG00000110906,driver_antagonize,Stim48hr,3.01081,0.0,none,,,unknown,undetermined,False,,,,,,,,
KCTD11,ENSG00000213859,driver_antagonize,Stim8hr,3.2284303,0.0,none,,,unknown,undetermined,False,,,,,,,,
KCTD18,ENSG00000155729,driver_antagonize,Stim48hr,3.050593,0.3014268009933334,moderate,,,unknown,undetermined,False,,,,,,,,
KCTD21,ENSG00000188997,driver_antagonize,Stim8hr,2.8033645,0.0,none,,,unknown,undetermined,False,,,,,,,,
KCTD9,ENSG00000104756,driver_antagonize,Stim48hr,3.1520455,0.0,none,,,unknown,undetermined,False,,,,,,,,
KDM4C,ENSG00000107077,driver_antagonize,Stim8hr,2.8000164,0.5668774361450383,strong,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
KDM5D,ENSG00000012817,driver_antagonize,Stim8hr,3.0794585,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
KDM6A,ENSG00000147050,brake_agonize,Stim8hr,3.2753515,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
KHDRBS1,ENSG00000121774,brake_agonize,Stim8hr,4.5170016,0.0,none,,,unknown,undetermined,False,,,,,,,,
KIF14,ENSG00000118193,driver_antagonize,Stim8hr,2.7676733,0.0,none,,,unknown,undetermined,False,,,,,,,,
KIF3A,ENSG00000131437,driver_antagonize,Stim48hr,3.1477532,0.4561406937806047,moderate,,,unknown,undetermined,False,,,,,,,,
KIZ,ENSG00000088970,brake_agonize,Stim8hr,2.917458,0.0,none,,,unknown,undetermined,False,,,,,,,,
KLF10,ENSG00000155090,brake_agonize,Rest,3.3661544,0.4017531758023848,moderate,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
KLF12,ENSG00000118922,driver_antagonize,Stim8hr,3.5962198,0.671437341737522,strong,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,False,False,False,False,False,False,0.0,
KLF8,ENSG00000102349,driver_antagonize,Stim8hr,3.553713,0.0,none,transcription_factor,transcription_factor,difficult_tf,hard (TF — degrader/PPI),False,,,,,,,,
KLHDC4,ENSG00000104731,driver_antagonize,Stim48hr,3.0372891,0.0,none,,,unknown,undetermined,False,,,,,,,,
KLHDC7B,ENSG00000130487,brake_agonize,Stim8hr,3.7034273,0.0,none,,,unknown,undetermined,False,,,,,,,,
KLHL17,ENSG00000187961,brake_agonize,Stim8hr,3.9976523,0.0,none,,,unknown,undetermined,False,,,,,,,,
KLHL28,ENSG00000179454,driver_antagonize,Stim48hr,3.4785497,0.0,none,,,unknown,undetermined,False,,,,,,,,
KLHL5,ENSG00000109790,brake_agonize,Stim48hr,3.2133527,0.0,none,,,unknown,undetermined,False,,,,,,,,
KLHL7,ENSG00000122550,driver_antagonize,Rest,3.0937934,0.0,none,,,unknown,undetermined,False,,,,,,,,
KLHL8,ENSG00000145332,driver_antagonize,Stim8hr,4.435849,0.0,none,,,unknown,undetermined,False,,,,,,,,
KMT5C,ENSG00000133247,driver_antagonize,Stim8hr,3.8817575,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
KPNA4,ENSG00000186432,driver_antagonize,Stim8hr,2.9116464,0.1782431516924534,weak,,,unknown,undetermined,False,,,,,,,,
KPNA6,ENSG00000025800,driver_antagonize,Stim48hr,3.1402388,0.0,none,,,unknown,undetermined,False,,,,,,,,
KPTN,ENSG00000118162,driver_antagonize,Stim48hr,3.1721575,0.0,none,,,unknown,undetermined,False,,,,,,,,
KRAS,ENSG00000133703,driver_antagonize,Stim8hr,2.812846,0.3263909803724172,moderate,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
KRBA2,ENSG00000184619,driver_antagonize,Stim8hr,4.206708,0.0,none,,,unknown,undetermined,False,,,,,,,,
KRCC1,ENSG00000172086,driver_antagonize,Stim8hr,3.3127677,0.0,none,,,unknown,undetermined,False,,,,,,,,
KRI1,ENSG00000129347,brake_agonize,Stim8hr,4.511565,0.0,none,,,unknown,undetermined,False,,,,,,,,
KRR1,ENSG00000111615,brake_agonize,Stim8hr,2.929726,0.0,none,,,unknown,undetermined,False,,,,,,,,
KRT10-AS1,ENSG00000167920,driver_antagonize,Stim8hr,2.8936486,0.0,none,,,unknown,undetermined,False,,,,,,,,
KYAT3,ENSG00000137944,brake_agonize,Stim8hr,4.335041,0.0,none,,,unknown,undetermined,False,,,,,,,,
L2HGDH,ENSG00000087299,brake_agonize,Stim8hr,3.9299862,0.0,none,,,unknown,undetermined,False,,,,,,,,
LAG3,ENSG00000089692,brake_agonize,Stim48hr,3.4634829,0.4914850076494358,moderate,,,clinical_precedent,antibody/biologic (surface),True,False,False,False,False,True,True,6.0,APPROVAL;PHASE_2;PHASE_2_3;PHASE_3
LAGE3,ENSG00000196976,driver_antagonize,Stim48hr,3.5898752,0.0,none,,,unknown,undetermined,False,,,,,,,,
LAMP1,ENSG00000185896,brake_agonize,Rest,3.2294257,0.0,none,,,unknown,undetermined,False,,,,,,,,
LAMTOR1,ENSG00000149357,driver_antagonize,Stim8hr,4.1238694,0.0,none,,,unknown,undetermined,False,,,,,,,,
LARP4B,ENSG00000107929,driver_antagonize,Stim8hr,3.4325674,0.0,none,,,unknown,undetermined,False,,,,,,,,
LATS2,ENSG00000150457,driver_antagonize,Rest,3.0800903,0.0,none,kinase,kinase,class_tractable_sm,small molecule,True,,,,,,,,
LCLAT1,ENSG00000172954,driver_antagonize,Stim8hr,3.4026613,0.0,none,,,unknown,undetermined,False,,,,,,,,
LCMT2,ENSG00000168806,driver_antagonize,Stim8hr,2.9712985,0.0,none,,,unknown,undetermined,False,,,,,,,,
LCP2,ENSG00000043462,driver_antagonize,Stim8hr,3.2357388,0.0,none,,,unknown,undetermined,False,,,,,,,,
LDHB,ENSG00000111716,brake_agonize,Stim48hr,2.903623,0.0,none,,,unknown,undetermined,False,,,,,,,,
LDOC1,ENSG00000182195,brake_agonize,Stim8hr,3.8331716,0.0,none,,,unknown,undetermined,False,,,,,,,,
LENG9,ENSG00000275183,driver_antagonize,Stim8hr,4.8609266,0.0,none,,,unknown,undetermined,False,,,,,,,,
LETM1,ENSG00000168924,driver_antagonize,Stim48hr,3.1704721,0.0,none,transporter,transporter,class_tractable_sm,small molecule,True,,,,,,,,
LFNG,ENSG00000106003,driver_antagonize,Stim8hr,2.9171455,0.0,none,,,unknown,undetermined,False,,,,,,,,
LGMN,ENSG00000100600,brake_agonize,Stim8hr,3.6691728,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
LIG1,ENSG00000105486,brake_agonize,Stim8hr,3.0123515,0.0,none,,,unknown,undetermined,False,,,,,,,,
LIMD2,ENSG00000136490,driver_antagonize,Rest,4.257434,0.0,none,,,unknown,undetermined,False,,,,,,,,
LIN7C,ENSG00000148943,driver_antagonize,Rest,3.0653396,0.0,none,,,unknown,undetermined,False,,,,,,,,
LINS1,ENSG00000140471,brake_agonize,Stim8hr,3.0073495,0.0,none,,,unknown,undetermined,False,,,,,,,,
LIPA,ENSG00000107798,brake_agonize,Stim8hr,4.047365,0.0,none,,,unknown,undetermined,False,,,,,,,,
LITAF,ENSG00000189067,driver_antagonize,Stim8hr,3.4604075,0.7924897604073697,strong,,,ab_tractable,antibody/biologic (surface),True,False,False,False,False,False,True,0.0,
LMBR1L,ENSG00000139636,brake_agonize,Rest,3.708693,0.0,none,,,unknown,undetermined,False,,,,,,,,
LMF2,ENSG00000100258,brake_agonize,Stim8hr,3.1085517,0.0,none,,,unknown,undetermined,False,,,,,,,,
LMLN,ENSG00000185621,driver_antagonize,Stim48hr,3.5169973,0.0,none,,,unknown,undetermined,False,,,,,,,,
LMO7,ENSG00000136153,brake_agonize,Stim8hr,4.052948,0.5424427842004711,strong,,,unknown,undetermined,False,False,False,False,False,False,False,0.0,
LMTK2,ENSG00000164715,brake_agonize,Stim8hr,4.791201,0.0,none,kinase,catalytic_receptor;kinase,class_tractable_sm,small molecule,True,,,,,,,,
LMTK3,ENSG00000142235,driver_antagonize,Stim48hr,2.9792309,0.0,none,kinase,catalytic_receptor;kinase,class_tractable_sm,small molecule,True,,,,,,,,
LONRF1,ENSG00000154359,driver_antagonize,Stim8hr,2.861376,0.0,none,,,unknown,undetermined,False,,,,,,,,
LPIN1,ENSG00000134324,driver_antagonize,Stim8hr,2.815026,0.0,none,enzyme,enzyme,class_tractable_sm,small molecule,True,,,,,,,,
LRIG1,ENSG00000144749,driver_antagonize,Stim8hr,3.413213,0.0,none,,,unknown,undetermined,False,,,,,,,,
